timepoint_id	timestamp	timeseries
5833	2018090100	2018_09
5834	2018090101	2018_09
5835	2018090102	2018_09
5836	2018090103	2018_09
5837	2018090104	2018_09
5838	2018090105	2018_09
5839	2018090106	2018_09
5840	2018090107	2018_09
5841	2018090108	2018_09
5842	2018090109	2018_09
5843	2018090110	2018_09
5844	2018090111	2018_09
5845	2018090112	2018_09
5846	2018090113	2018_09
5847	2018090114	2018_09
5848	2018090115	2018_09
5849	2018090116	2018_09
5850	2018090117	2018_09
5851	2018090118	2018_09
5852	2018090119	2018_09
5853	2018090120	2018_09
5854	2018090121	2018_09
5855	2018090122	2018_09
5856	2018090123	2018_09
5857	2018090200	2018_09
5858	2018090201	2018_09
5859	2018090202	2018_09
5860	2018090203	2018_09
5861	2018090204	2018_09
5862	2018090205	2018_09
5863	2018090206	2018_09
5864	2018090207	2018_09
5865	2018090208	2018_09
5866	2018090209	2018_09
5867	2018090210	2018_09
5868	2018090211	2018_09
5869	2018090212	2018_09
5870	2018090213	2018_09
5871	2018090214	2018_09
5872	2018090215	2018_09
5873	2018090216	2018_09
5874	2018090217	2018_09
5875	2018090218	2018_09
5876	2018090219	2018_09
5877	2018090220	2018_09
5878	2018090221	2018_09
5879	2018090222	2018_09
5880	2018090223	2018_09
5881	2018090300	2018_09
5882	2018090301	2018_09
5883	2018090302	2018_09
5884	2018090303	2018_09
5885	2018090304	2018_09
5886	2018090305	2018_09
5887	2018090306	2018_09
5888	2018090307	2018_09
5889	2018090308	2018_09
5890	2018090309	2018_09
5891	2018090310	2018_09
5892	2018090311	2018_09
5893	2018090312	2018_09
5894	2018090313	2018_09
5895	2018090314	2018_09
5896	2018090315	2018_09
5897	2018090316	2018_09
5898	2018090317	2018_09
5899	2018090318	2018_09
5900	2018090319	2018_09
5901	2018090320	2018_09
5902	2018090321	2018_09
5903	2018090322	2018_09
5904	2018090323	2018_09
5905	2018090400	2018_09
5906	2018090401	2018_09
5907	2018090402	2018_09
5908	2018090403	2018_09
5909	2018090404	2018_09
5910	2018090405	2018_09
5911	2018090406	2018_09
5912	2018090407	2018_09
5913	2018090408	2018_09
5914	2018090409	2018_09
5915	2018090410	2018_09
5916	2018090411	2018_09
5917	2018090412	2018_09
5918	2018090413	2018_09
5919	2018090414	2018_09
5920	2018090415	2018_09
5921	2018090416	2018_09
5922	2018090417	2018_09
5923	2018090418	2018_09
5924	2018090419	2018_09
5925	2018090420	2018_09
5926	2018090421	2018_09
5927	2018090422	2018_09
5928	2018090423	2018_09
5929	2018090500	2018_09
5930	2018090501	2018_09
5931	2018090502	2018_09
5932	2018090503	2018_09
5933	2018090504	2018_09
5934	2018090505	2018_09
5935	2018090506	2018_09
5936	2018090507	2018_09
5937	2018090508	2018_09
5938	2018090509	2018_09
5939	2018090510	2018_09
5940	2018090511	2018_09
5941	2018090512	2018_09
5942	2018090513	2018_09
5943	2018090514	2018_09
5944	2018090515	2018_09
5945	2018090516	2018_09
5946	2018090517	2018_09
5947	2018090518	2018_09
5948	2018090519	2018_09
5949	2018090520	2018_09
5950	2018090521	2018_09
5951	2018090522	2018_09
5952	2018090523	2018_09
5953	2018090600	2018_09
5954	2018090601	2018_09
5955	2018090602	2018_09
5956	2018090603	2018_09
5957	2018090604	2018_09
5958	2018090605	2018_09
5959	2018090606	2018_09
5960	2018090607	2018_09
5961	2018090608	2018_09
5962	2018090609	2018_09
5963	2018090610	2018_09
5964	2018090611	2018_09
5965	2018090612	2018_09
5966	2018090613	2018_09
5967	2018090614	2018_09
5968	2018090615	2018_09
5969	2018090616	2018_09
5970	2018090617	2018_09
5971	2018090618	2018_09
5972	2018090619	2018_09
5973	2018090620	2018_09
5974	2018090621	2018_09
5975	2018090622	2018_09
5976	2018090623	2018_09
5977	2018090700	2018_09
5978	2018090701	2018_09
5979	2018090702	2018_09
5980	2018090703	2018_09
5981	2018090704	2018_09
5982	2018090705	2018_09
5983	2018090706	2018_09
5984	2018090707	2018_09
5985	2018090708	2018_09
5986	2018090709	2018_09
5987	2018090710	2018_09
5988	2018090711	2018_09
5989	2018090712	2018_09
5990	2018090713	2018_09
5991	2018090714	2018_09
5992	2018090715	2018_09
5993	2018090716	2018_09
5994	2018090717	2018_09
5995	2018090718	2018_09
5996	2018090719	2018_09
5997	2018090720	2018_09
5998	2018090721	2018_09
5999	2018090722	2018_09
6000	2018090723	2018_09
6001	2018090800	2018_09
6002	2018090801	2018_09
6003	2018090802	2018_09
6004	2018090803	2018_09
6005	2018090804	2018_09
6006	2018090805	2018_09
6007	2018090806	2018_09
6008	2018090807	2018_09
6009	2018090808	2018_09
6010	2018090809	2018_09
6011	2018090810	2018_09
6012	2018090811	2018_09
6013	2018090812	2018_09
6014	2018090813	2018_09
6015	2018090814	2018_09
6016	2018090815	2018_09
6017	2018090816	2018_09
6018	2018090817	2018_09
6019	2018090818	2018_09
6020	2018090819	2018_09
6021	2018090820	2018_09
6022	2018090821	2018_09
6023	2018090822	2018_09
6024	2018090823	2018_09
6025	2018090900	2018_09
6026	2018090901	2018_09
6027	2018090902	2018_09
6028	2018090903	2018_09
6029	2018090904	2018_09
6030	2018090905	2018_09
6031	2018090906	2018_09
6032	2018090907	2018_09
6033	2018090908	2018_09
6034	2018090909	2018_09
6035	2018090910	2018_09
6036	2018090911	2018_09
6037	2018090912	2018_09
6038	2018090913	2018_09
6039	2018090914	2018_09
6040	2018090915	2018_09
6041	2018090916	2018_09
6042	2018090917	2018_09
6043	2018090918	2018_09
6044	2018090919	2018_09
6045	2018090920	2018_09
6046	2018090921	2018_09
6047	2018090922	2018_09
6048	2018090923	2018_09
6049	2018091000	2018_09
6050	2018091001	2018_09
6051	2018091002	2018_09
6052	2018091003	2018_09
6053	2018091004	2018_09
6054	2018091005	2018_09
6055	2018091006	2018_09
6056	2018091007	2018_09
6057	2018091008	2018_09
6058	2018091009	2018_09
6059	2018091010	2018_09
6060	2018091011	2018_09
6061	2018091012	2018_09
6062	2018091013	2018_09
6063	2018091014	2018_09
6064	2018091015	2018_09
6065	2018091016	2018_09
6066	2018091017	2018_09
6067	2018091018	2018_09
6068	2018091019	2018_09
6069	2018091020	2018_09
6070	2018091021	2018_09
6071	2018091022	2018_09
6072	2018091023	2018_09
6073	2018091100	2018_09
6074	2018091101	2018_09
6075	2018091102	2018_09
6076	2018091103	2018_09
6077	2018091104	2018_09
6078	2018091105	2018_09
6079	2018091106	2018_09
6080	2018091107	2018_09
6081	2018091108	2018_09
6082	2018091109	2018_09
6083	2018091110	2018_09
6084	2018091111	2018_09
6085	2018091112	2018_09
6086	2018091113	2018_09
6087	2018091114	2018_09
6088	2018091115	2018_09
6089	2018091116	2018_09
6090	2018091117	2018_09
6091	2018091118	2018_09
6092	2018091119	2018_09
6093	2018091120	2018_09
6094	2018091121	2018_09
6095	2018091122	2018_09
6096	2018091123	2018_09
6097	2018091200	2018_09
6098	2018091201	2018_09
6099	2018091202	2018_09
6100	2018091203	2018_09
6101	2018091204	2018_09
6102	2018091205	2018_09
6103	2018091206	2018_09
6104	2018091207	2018_09
6105	2018091208	2018_09
6106	2018091209	2018_09
6107	2018091210	2018_09
6108	2018091211	2018_09
6109	2018091212	2018_09
6110	2018091213	2018_09
6111	2018091214	2018_09
6112	2018091215	2018_09
6113	2018091216	2018_09
6114	2018091217	2018_09
6115	2018091218	2018_09
6116	2018091219	2018_09
6117	2018091220	2018_09
6118	2018091221	2018_09
6119	2018091222	2018_09
6120	2018091223	2018_09
6121	2018091300	2018_09
6122	2018091301	2018_09
6123	2018091302	2018_09
6124	2018091303	2018_09
6125	2018091304	2018_09
6126	2018091305	2018_09
6127	2018091306	2018_09
6128	2018091307	2018_09
6129	2018091308	2018_09
6130	2018091309	2018_09
6131	2018091310	2018_09
6132	2018091311	2018_09
6133	2018091312	2018_09
6134	2018091313	2018_09
6135	2018091314	2018_09
6136	2018091315	2018_09
6137	2018091316	2018_09
6138	2018091317	2018_09
6139	2018091318	2018_09
6140	2018091319	2018_09
6141	2018091320	2018_09
6142	2018091321	2018_09
6143	2018091322	2018_09
6144	2018091323	2018_09
6145	2018091400	2018_09
6146	2018091401	2018_09
6147	2018091402	2018_09
6148	2018091403	2018_09
6149	2018091404	2018_09
6150	2018091405	2018_09
6151	2018091406	2018_09
6152	2018091407	2018_09
6153	2018091408	2018_09
6154	2018091409	2018_09
