LOAD_ZONE	TIMEPOINT	zone_demand_mw
Northeast	3625	2163.904314
Northeast	3626	2129.779438
Northeast	3627	2099.817066
Northeast	3628	2095.449152
Northeast	3629	2102.23674
Northeast	3630	2137.665056
Northeast	3631	2207.357492
Northeast	3632	2293.280446
Northeast	3633	2372.547738
Northeast	3634	2450.02459
Northeast	3635	2479.325224
Northeast	3636	2467.077594
Northeast	3637	2425.263746
Northeast	3638	2360.372482
Northeast	3639	2297.324336
Northeast	3640	2269.853994
Northeast	3641	2268.232282
Northeast	3642	2381.806822
Northeast	3643	2533.0688
Northeast	3644	2516.399304
Northeast	3645	2464.329972
Northeast	3646	2394.664938
Northeast	3647	2273.295236
Northeast	3648	2137.972692
Northeast	3649	2007.719192
Northeast	3650	1917.038201
Northeast	3651	1863.6249142
Northeast	3652	1850.0129444
Northeast	3653	1877.4817078
Northeast	3654	1958.6233528
Northeast	3655	2077.75649
Northeast	3656	2174.68055
Northeast	3657	2262.060602
Northeast	3658	2352.353422
Northeast	3659	2418.64406
Northeast	3660	2456.215382
Northeast	3661	2462.868792
Northeast	3662	2464.038264
Northeast	3663	2459.130318
Northeast	3664	2459.365224
Northeast	3665	2463.818846
Northeast	3666	2558.769396
Northeast	3667	2712.199254
Northeast	3668	2684.878798
Northeast	3669	2618.809976
Northeast	3670	2511.895744
Northeast	3671	2331.960204
Northeast	3672	2138.454974
Northeast	3673	2020.566096
Northeast	3674	1945.9051446
Northeast	3675	1916.645114
Northeast	3676	1929.814252
Northeast	3677	1995.7272244
Northeast	3678	2189.618282
Northeast	3679	2512.056084
Northeast	3680	2686.997528
Northeast	3681	2708.584034
Northeast	3682	2736.500102
Northeast	3683	2785.587262
Northeast	3684	2820.719222
Northeast	3685	2858.429494
Northeast	3686	2894.587044
Northeast	3687	2919.249156
Northeast	3688	2950.552082
Northeast	3689	3050.350354
Northeast	3690	3266.780302
Northeast	3691	3467.790784
Northeast	3692	3486.515396
Northeast	3693	3460.706076
Northeast	3694	3367.763802
Northeast	3695	3176.723616
Northeast	3696	2988.154554
Northeast	3697	2919.1294
Northeast	3698	2913.026066
Northeast	3699	2948.873202
Northeast	3700	3032.644482
Northeast	3701	3176.342566
Northeast	3702	3429.072306
Northeast	3703	3813.761394
Northeast	3704	3955.177252
Northeast	3705	3904.358
Northeast	3706	3868.556368
Northeast	3707	3825.305402
Northeast	3708	3748.786582
Northeast	3709	3636.297616
Northeast	3710	3565.03702
Northeast	3711	3436.542888
Northeast	3712	3287.122948
Northeast	3713	3296.806698
Northeast	3714	3533.461574
Northeast	3715	3812.283352
Northeast	3716	3859.351884
Northeast	3717	3840.36096
Northeast	3718	3725.87053
Northeast	3719	3494.20074
Northeast	3720	3310.063382
Northeast	3721	3176.827542
Northeast	3722	3137.764034
Northeast	3723	3107.983602
Northeast	3724	3130.925728
Northeast	3725	3225.446772
Northeast	3726	3439.661472
Northeast	3727	3784.20197
Northeast	3728	3898.85733
Northeast	3729	3804.076544
Northeast	3730	3752.765924
Northeast	3731	3731.816504
Northeast	3732	3691.275294
Northeast	3733	3649.704776
Northeast	3734	3612.217484
Northeast	3735	3587.299506
Northeast	3736	3613.473208
Northeast	3737	3771.41146
Northeast	3738	4038.430992
Northeast	3739	4274.359922
Northeast	3740	4331.579428
Northeast	3741	4351.166602
Northeast	3742	4256.007936
Northeast	3743	4055.678188
Northeast	3744	3896.039588
Northeast	3745	3831.208636
Northeast	3746	3812.03359
Northeast	3747	3818.398458
Northeast	3748	3857.299534
Northeast	3749	3976.177992
Northeast	3750	4207.077908
Northeast	3751	4537.253262
Northeast	3752	4707.283686
Northeast	3753	4698.031484
Northeast	3754	4723.264986
Northeast	3755	4720.995526
Northeast	3756	4681.932886
Northeast	3757	4640.340862
Northeast	3758	4639.92125
Northeast	3759	4650.496266
Northeast	3760	4647.28609
Northeast	3761	4717.952834
Northeast	3762	4871.427958
Northeast	3763	5016.203514
Northeast	3764	4982.024004
Northeast	3765	4923.18309
Northeast	3766	4817.923174
Northeast	3767	4648.729844
Northeast	3768	4505.8191
Northeast	3769	4457.1699
Northeast	3770	4429.958494
Northeast	3771	4427.268252
Northeast	3772	4460.502218
Northeast	3773	4533.953994
Northeast	3774	4646.672966
Northeast	3775	4791.917482
Northeast	3776	4915.79298
Northeast	3777	4901.347706
Northeast	3778	4731.948204
Northeast	3779	4502.65146
Northeast	3780	4242.168188
Northeast	3781	3967.790682
Northeast	3782	3698.971036
Northeast	3783	3483.586906
Northeast	3784	3356.656426
Northeast	3785	3366.193224
Northeast	3786	3605.683696
Northeast	3787	3930.592732
Northeast	3788	4048.742822
Northeast	3789	4116.288238
Northeast	3790	4111.653322
Northeast	3791	4050.56109
Northeast	3792	3986.629722
Northeast	3793	3907.393616
Northeast	3794	3891.96478
Northeast	3795	3897.893574
Northeast	3796	3927.346754
Northeast	3797	3991.850914
Northeast	3798	4092.514916
Northeast	3799	4221.486076
Northeast	3800	4329.715214
Northeast	3801	4303.743338
Northeast	3802	4128.660344
Northeast	3803	3906.256892
Northeast	3804	3689.3489
Northeast	3805	3496.806664
Northeast	3806	3334.980046
Northeast	3807	3205.133702
Northeast	3808	3126.11663
Northeast	3809	3146.734616
Northeast	3810	3356.713348
Northeast	3811	3606.589946
Northeast	3812	3674.834512
Northeast	3813	3667.126688
Northeast	3814	3581.979608
Northeast	3815	3411.717218
Northeast	3816	3245.653708
Northeast	3817	3193.78921
Northeast	3818	3159.94679
Northeast	3819	3158.069244
Northeast	3820	3195.915438
Northeast	3821	3313.307548
Northeast	3822	3556.91758
Northeast	3823	3899.140234
Northeast	3824	3984.988812
Northeast	3825	3826.798292
Northeast	3826	3615.651622
Northeast	3827	3413.902096
Northeast	3828	3226.296498
Northeast	3829	3074.969502
Northeast	3830	2936.83856
Northeast	3831	2818.819328
Northeast	3832	2737.173898
Northeast	3833	2724.756026
Northeast	3834	2841.709264
Northeast	3835	3033.39877
Northeast	3836	3011.205174
Northeast	3837	2949.608412
Northeast	3838	2827.890862
Northeast	3839	2608.569346
Northeast	3840	2413.391768
Northeast	3841	2200.205054
Northeast	3842	2111.095044
Northeast	3843	2075.057584
Northeast	3844	2072.323954
Northeast	3845	2124.363526
Northeast	3846	2304.295138
Northeast	3847	2623.107056
Northeast	3848	2735.005774
Northeast	3849	2679.780666
Northeast	3850	2649.560416
Northeast	3851	2642.103904
Northeast	3852	2626.647176
Northeast	3853	2619.515732
Northeast	3854	2614.0246
Northeast	3855	2599.331278
Northeast	3856	2580.743578
Northeast	3857	2587.071892
Northeast	3858	2668.075032
Northeast	3859	2818.426076
Northeast	3860	2795.212162
Northeast	3861	2724.046966
Northeast	3862	2603.129176
Northeast	3863	2415.347728
Northeast	3864	2206.681136
Northeast	3865	2079.725098
Northeast	3866	2016.966026
Northeast	3867	1983.114132
Northeast	3868	1979.5075752
Northeast	3869	2037.779528
Northeast	3870	2224.400614
Northeast	3871	2549.144362
Northeast	3872	2665.106596
Northeast	3873	2624.722706
Northeast	3874	2632.56638
Northeast	3875	2645.964528
Northeast	3876	2657.336316
Northeast	3877	2664.563642
Northeast	3878	2691.264056
Northeast	3879	2695.828416
Northeast	3880	2677.338824
Northeast	3881	2683.053702
Northeast	3882	2738.6202
Northeast	3883	2875.134512
Northeast	3884	2860.337612
Northeast	3885	2797.543262
Northeast	3886	2671.11822
Northeast	3887	2468.031044
Northeast	3888	2255.114942
Northeast	3889	2101.335426
Northeast	3890	2018.973336
Northeast	3891	1958.2706604
Northeast	3892	1950.748737
Northeast	3893	1996.6158928
Northeast	3894	2146.612124
Northeast	3895	2453.53294
Northeast	3896	2592.51545
Northeast	3897	2597.29033
Northeast	3898	2652.762868
Northeast	3899	2722.537626
Northeast	3900	2753.56265
Northeast	3901	2763.1096
Northeast	3902	2757.23227
Northeast	3903	2728.144532
Northeast	3904	2680.953014
Northeast	3905	2663.909902
Northeast	3906	2733.194024
Northeast	3907	2879.161126
Northeast	3908	2864.903998
Northeast	3909	2827.50054
Northeast	3910	2718.507494
Northeast	3911	2531.572104
Northeast	3912	2342.359256
Northeast	3913	2200.785924
Northeast	3914	2133.131538
Northeast	3915	2100.235042
Northeast	3916	2107.561372
Northeast	3917	2174.277186
Northeast	3918	2367.782968
Northeast	3919	2710.372356
