GEN_TPS_1	GEN_TPS_2	DispatchGen
Magic_Valley_Wind_(Redfish)_1A	7	99.8
B_M_Davis_1	8	330.0
Sandy_Creek_1	3	0.0
Lufkin_Biomass	12	0.0
Horse_Hollow_Wind_3	10	208.0
Leon_Creek_Peaking_3	7	46.0
Cedro_Hill_Wind_1	2	75.0
Mountain_Creek_7	2	0.0
Inadale_Wind	12	196.6
Camp_Springs_Wind_2	9	120.0
Miami_Wind_G1	7	144.3
Papalote_Creek_Wind_Farm_II	12	200.1
Morgan_Creek_4	8	0.0
W_A_Parish_6	4	0.0
Ingleside_Cogeneration	1	478.4
Panda_Sherman	11	0.0
Spinning_Spur_3_Wind_1	10	96.0
Nacogdoches_Power	12	0.0
Green_Mountain_Wind_(Brazos)_U2	2	61.0
South_Texas_U1	9	1286.0
Stryker_Creek_1	2	0.0
Sweetwater_Wind_3A	8	28.5
Mountain_Creek_8	9	0.0
Cedar_Bayou_2	5	749.0
Monticello_U3	8	0.0
Los_Vientos_Wind_III	11	200.0
San_Antonio_Area_LFG	1	26.8
Sim_Gideon_3	2	0.0
SunEdison_Valley_Road_Solar	1	9.9
Bull_Creek_Wind_Plant_U1	4	88.0
Blue_Summit_Wind_5	2	9.0
Hays_Energy_Facility_1	7	882.0
Los_Vientos_Wind_II	8	201.6
T_H_Wharton_GT_53	4	0.0
King_Mountain_Wind_SW	6	79.3
Panda_Temple_II_STG	1	0.0
Renewable_Energy_Alternatives_CCS1	9	2.0
Hydro_North_LZ	1	0.0
Optim_Energy_Altura_Cogen	10	478.8
Big_Brown_1	4	0.0
Turkey_Track_Wind_Energy_Center	12	0.0
Panda_Temple_II_CTG2	1	0.0
Jack_County_Generation_Facility_2	8	0.0
Clear_Lake_Cogeneration_Ltd	10	384.9
Martin_Lake_3	1	0.0
Hidalgo_1	1	458.0
Pecos_Wind_(Woodward_2)	12	77.2
Lufkin_Biomass	3	0.0
Texas_Big_Spring_Wind_B	7	0.0
Cedro_Hill_Wind_1	11	75.0
Silas_Ray_9	8	0.0
Camp_Springs_Wind_2	2	120.0
DeCordova_3	4	0.0
Panhandle_Wind_1_U1	1	109.2
Papalote_Creek_Wind_Farm_II	5	200.1
Freeport_Energy_Center	5	63.4
T_H_Wharton_4	3	0.0
Sweetwater_Wind_3A	3	0.0
Houston_Chemical_Complex_Battleground	2	52.6
Spinning_Spur_3_Wind_1	5	96.0
T_H_Wharton_G_1	10	0.0
Guadalupe_Generating_Station_1	5	986.0
W_A_Parish_2	4	0.0
Green_Mountain_Wind_(Brazos)_U2	5	61.0
C_R_Wing_Cogen_Plant	7	0.0
W_A_Parish_5	9	0.0
ExTex_La_Porte_Power_Station_AirPro_2	3	0.0
Powerlane_Plant_1	4	0.0
Stryker_Creek_1	5	0.0
Pecos_Wind_(Woodward_2)	1	77.2
Sherbino_2_Wind	1	147.5
OCI_Alamo_1_Solar	4	39.2
Lone_Star_Wind_2_(Post_Oak)_U1	9	100.0
King_Mountain_Wind_NE	6	79.3
Pecos_Wind_(Woodward_2)	10	77.2
San_Antonio_Area_LFG	10	26.8
Tenaska_Kiamichi_Station_1	12	0.0
SunEdison_Valley_Road_Solar	8	9.9
Greens_Bayou_5	8	371.0
Grandview_1_(Conway)_GV1A	5	107.4
King_Mountain_Wind_SW	9	79.3
W_A_Parish_7	1	0.0
Panhandle_Wind_2_U1	4	94.2
Big_Brown_1	3	0.0
Jack_County_Generation_Facility_1	4	0.0
W_A_Parish_8	1	0.0
Wolf_Hollow_Power_Proj_1	4	0.0
Forney_Energy_Center_1	5	0.0
Martin_Lake_3	8	0.0
Magic_Valley_Wind_(Redfish)_1A	9	99.8
Cedro_Hill_Wind_2	5	75.0
Panther_Creek_2	5	115.5
Loraine_Windpark_III	3	25.5
Tenaska_Kiamichi_Station_2	4	0.0
Panhandle_Wind_1_U1	8	109.2
Papalote_Creek_Wind_Farm_II	2	200.1
T_H_Wharton_4	8	0.0
Miami_Wind_G1	1	144.3
Coleto_Creek	4	0.0
Cameron_Wind	8	165.0
OCI_Alamo_3-Walzem_Solar	7	5.5
Champion_Wind_Farm	4	126.5
C_R_Wing_Cogen_Plant	8	0.0
Leon_Creek_Peaking_4	12	46.0
ExTex_La_Porte_Power_Station_AirPro_2	10	0.0
Mesquite_Creek_Wind_2	7	105.6
Stryker_Creek_1	12	0.0
Bastrop_Energy_Center_1	9	533.0
Sherbino_2_Wind	10	147.5
Greens_Bayou_83	2	0.0
Dansby_1	11	0.0
Comanche_Peak_U1	6	1205.0
TSTC_West_Texas_Wind	3	0.0
Trinity_Hills_Wind_1	7	117.5
Lake_Hubbard_1	6	0.0
Lake_Hubbard_1	3	0.0
San_Miguel_1	4	0.0
South_Plains_Wind_1	7	102.0
Big_Brown_1	10	0.0
Sam_Rayburn_10	5	0.0
Elbow_Creek_Wind	8	118.7
Winchester_Power_Park_1	9	0.0
Forney_Energy_Center_1	12	0.0
Lone_Star_Wind_2_(Post_Oak)_U1	3	100.0
Sandow_U4	12	0.0
SunEdison_Somerset_2_Solar	8	5.0
Permian_Basin_2	9	0.0
Tenaska_Kiamichi_Station_1	8	0.0
Texas_Big_Spring_Wind_B	9	0.0
Los_Vientos_Wind_I	4	200.1
Panda_Temple_1	1	0.0
Hydro_West_LZ	8	0.0
T_H_Wharton_GT_52	1	0.0
W_A_Parish_Petra_Nova	5	0.0
T_H_Wharton_G_1	4	0.0
Leon_Creek_Peaking_4	11	46.0
Hydro_South_LZ	7	67.7
Keechi_Wind_138_KV_Joplin	6	110.0
Loraine_Windpark_III	9	25.5
Fayette_Power_Project_1	8	0.0
Gulf_Wind_I	8	141.6
King_Mountain_Wind_SE	6	40.3
Permian_Basin_2	8	0.0
Senate_Wind	8	150.0
Greens_Bayou_5	12	371.0
Hydro_North_LZ	8	0.0
TSTC_West_Texas_Wind	4	0.0
Permian_Basin_2	5	0.0
Trinidad_6	8	0.0
Wise_County_Power_LP	2	0.0
Ferguson_Replacement	10	509.8
Greens_Bayou_84	11	0.0
Panhandle_Wind_2_U2	7	96.6
Monticello_U2	2	0.0
Lost_Pines_1	3	0.0
South_Plains_Wind_1	8	102.0
O_W_Sommers_1	3	420.0
McAdoo_Wind_Farm	10	150.0
West_Texas_Wind_Energy	8	0.0
Acacia_Solar	4	0.0
San_Jacinto_SES_CTG_1	6	81.0
Lost_Pines_1	12	528.0
Loraine_Windpark_IV	4	24.0
Sand_Bluff_Wind_Farm	8	90.0
Odessa_Ector_Generating_Station_1	8	0.0
Decker_Creek_G1	10	0.0
Decker_Creek_G2	3	0.0
Colorado_Bend_Energy_Center_2	1	235.0
Decker_Creek_G4	1	0.0
Tenaska_Kiamichi_Station_2	10	0.0
Dallas-Fort_Worth_Area_LFG	8	0.0
ExTex_La_Porte_Power_Station_AirPro_4	12	0.0
Laredo_Peaking_4	3	90.1
Ray_Olinger_4	9	0.0
Handley_5	3	0.0
Champion_Wind_Farm	10	126.5
Ray_Olinger_1	6	0.0
Leon_Creek_Peaking_4	2	46.0
Silver_Star_Wind	4	60.0
Camp_Springs_Wind_1	12	130.5
DeCordova_2	10	0.0
Goat_Wind	9	80.0
Dansby_2	4	0.0
Ennis_Power_Station_1	4	0.0
King_Mountain_Wind_NE	11	79.3
Goat_Wind_2	1	69.6
Panda_Temple_II_CTG1	11	0.0
Loraine_Windpark_I	6	49.5
ExxonMobil_Baytown_Refinery	1	4.3
Wise_County_Power_LP	5	0.0
Indian_Mesa_Wind_Farm	12	82.5
Sand_Hill_Energy_Center_5a	1	0.0
ExxonMobil_Baytown_Refinery	4	4.3
Pearsall_1	1	19.0
Monticello_U2	11	0.0
Trinity_Hills_Wind_2	4	107.5
O_W_Sommers_1	4	420.0
McAdoo_Wind_Farm	3	150.0
Whirlwind_Energy	10	0.0
Silas_Ray_9	12	0.0
Acacia_Solar	11	0.0
SunEdison_Somerset_2_Solar	12	5.0
Loraine_Windpark_IV	3	24.0
Desert_Sky_Wind_Farm_2	10	76.5
R_W_Miller_3	9	0.0
Decker_Creek_G1	3	0.0
Decker_Creek_G4	8	0.0
Gulf_Wind_II	5	141.6
Spencer_4	6	0.0
Optim_Energy_Altura_Cogen	7	478.8
Martin_Lake_2	6	0.0
Laredo_Peaking_4	10	90.1
Sand_Bluff_Wind_Farm	9	90.0
Victoria_Power_Station	12	0.0
Barton_Chapel_Wind	10	120.0
Handley_5	10	0.0
Leon_Creek_Peaking_1	2	0.0
Baytown_Energy_Center	10	794.8
Ray_Olinger_1	9	0.0
Texas_Big_Spring_Wind_A	10	0.0
Keechi_Wind_138_KV_Joplin	8	110.0
Camp_Springs_Wind_1	7	130.5
DeCordova_2	3	0.0
Johnson_County	4	0.0
Sweetwater_Wind_1	10	0.0
Red_Canyon_Wind	8	84.0
Dansby_2	3	0.0
Barton_Chapel_Wind	1	120.0
Capricorn_Ridge_Wind_3	3	149.5
Decker_Creek_1	4	315.0
Sweetwater_Wind_4-4B	6	0.0
Sweetwater_Wind_1	1	0.0
Goat_Wind_2	8	69.6
V_H_Braunig_5	3	0.0
Wise_County_Power_LP	12	0.0
Greens_Bayou_73	8	0.0
Indian_Mesa_Wind_Farm	5	82.5
Sand_Hill_Energy_Center_5a	8	0.0
Permian_Basin_4	8	0.0
Hereford_Wind_V	1	100.0
Gibbons_Creek_1	5	0.0
Pearsall_1	8	19.0
Monticello_U2	12	0.0
Bobcat_Bluff_Wind	9	150.0
Bosque_County_CC_1	8	0.0
SunEdison_CPS3_Somerset_1_Solar	5	5.6
Whirlwind_Energy	3	0.0
Sand_Hill_Energy_Center_GT_2	11	0.0
SunEdison_Somerset_2_Solar	11	5.0
Mesquite_Creek_Wind_1	6	105.6
Pearsall_IC_Engine_Plant_B	10	50.6
Rattlesnake_Den_Wind_1_G1	9	104.3
Decker_Creek_G1	4	0.0
J_T_Deely_2	3	0.0
Capricorn_Ridge_Wind_1	1	214.5
Texas_City_1	11	0.0
Briscoe_Wind_Farm	9	150.0
Gulf_Wind_II	12	141.6
Martin_Lake_1	10	0.0
Spencer_4	9	0.0
Texas_Gulf_Sulphur_(New_Gulf)	2	0.0
Freestone_Energy_Center_1	6	0.0
Brazos_Valley_1	3	602.0
Victoria_Power_Station	7	0.0
Ray_Olinger_4	7	0.0
Hydro_North_LZ	7	0.0
Baytown_Energy_Center	1	794.8
R_W_Miller_4	5	0.0
Harbor_Wind	7	9.0
Brazos_Valley_1	8	602.0
DeCordova_1	5	0.0
Route_66_Wind	12	150.0
Morgan_Creek_6	8	0.0
Whitetail_Wind_Energy	1	91.0
Green_Pastures_Wind_2	6	150.0
Johnson_County	3	0.0
Morgan_Creek_5	5	0.0
Red_Canyon_Wind	3	84.0
Dansby_2	10	0.0
Capricorn_Ridge_Wind_3	10	149.5
T_H_Wharton_GT_55	1	0.0
OCI_Alamo_3-Walzem_Solar	3	5.5
Hereford_Wind_G	10	99.9
Permian_Basin_3	1	0.0
V_H_Braunig_6	1	0.0
Graham_2	6	0.0
Greens_Bayou_73	1	0.0
Indian_Mesa_Wind_Farm	2	82.5
Fayette_Power_Project_2	2	0.0
Blue_Wing_2_Solar	11	7.3
Panda_Temple_II_CTG2	7	0.0
Hackberry_Wind_Farm	5	163.5
Permian_Basin_4	3	0.0
Oak_Grove_SES_Unit_2	1	0.0
Gibbons_Creek_1	12	0.0
Lost_Pines_1	7	528.0
T_H_Wharton_GT_56	11	0.0
Sim_Gideon_2	3	0.0
Sweetwater_Wind_4-4B	11	0.0
SunEdison_Rabel_Road_Solar	6	9.9
Whirlwind_Energy	4	0.0
Sweetwater_Wind_1	2	0.0
SunEdison_Somerset_2_Solar	2	5.0
Grandview_1_(Conway)_GV1B	11	103.8
Bryan_Atkins_7	5	0.0
Panther_Creek_1	7	142.5
J_T_Deely_2	12	0.0
Frontera_1	1	524.0
Windthorst_2	4	67.6
Trent_Wind_Farm	4	0.0
Pearsall_IC_Engine_Plant_A	6	50.6
Houston_Area_LFG	5	24.5
Decker_Creek_2	2	420.0
Martin_Lake_1	1	0.0
Channel_Energy_Center	10	686.6
Ocotillo_Wind_Farm	9	58.8
Greenville_Powerlane_IC1	2	0.0
Forney_Energy_Center_2	5	0.0
Pearsall_IC_Engine_Plant_A	11	0.0
Leon_Creek_Peaking_1	12	0.0
Silas_Ray_9	7	0.0
Panther_Creek_1	3	142.5
Texas_Big_Spring_Wind_A	4	0.0
Sweetwater_Wind_3B	9	0.0
DeCordova_1	12	0.0
Route_66_Wind	7	150.0
Lake_Hubbard_1	12	0.0
Whitetail_Wind_Energy	8	91.0
Morgan_Creek_5	10	0.0
Bobcat_Bluff_Wind	10	150.0
OCI_Alamo_3-Walzem_Solar	8	5.5
Hereford_Wind_G	3	99.9
V_H_Braunig_6	8	0.0
Panther_Creek_2	1	115.5
Horse_Hollow_Wind_1	11	206.6
San_Miguel_1	7	0.0
Horse_Hollow_Wind_4	4	108.0
Hackberry_Wind_Farm	12	163.5
Penascal_Wind_2	12	141.6
Oak_Grove_SES_Unit_2	10	0.0
Tenaska_Gateway_Station	1	0.0
Penascal_Wind_1	9	160.8
Sim_Gideon_2	4	0.0
V_H_Braunig_2	12	0.0
TSTC_West_Texas_Wind	1	0.0
Rattlesnake_Den_Wind_1_G1	7	104.3
Longhorn_Wind_North_U1	4	100.0
South_Plains_Wind_1	1	102.0
Jumbo_Road_Wind_2	5	153.6
Frontera_1	6	524.0
Monticello_U1	7	0.0
Buffalo_Gap_Wind_Farm_2_2	4	117.0
O_W_Sommers_2	6	410.0
Houston_Area_LFG	12	24.5
Lone_Star_Wind_2_(Post_Oak)_U2	5	100.0
Sand_Hill_Energy_Center_GT_6	1	0.0
Miami_Wind_G1	8	144.3
Ocotillo_Wind_Farm	2	58.8
V_H_Braunig_8	10	0.0
DeCordova_1	11	0.0
Panda_Temple_II_STG	7	0.0
Morgan_Creek_6	6	0.0
Capricorn_Ridge_Wind_1	3	214.5
Laredo_Peaking_5	4	87.3
Austin_Area_LFG	5	6.4
B_M_Davis_3	2	633.0
Ray_Olinger_3	12	0.0
Handley_4	12	0.0
Wolf_Flats_Wind_(Wind_Mgt)	7	0.0
Twin_Oaks_1	12	0.0
Mountain_Creek_7	9	0.0
Snyder_Wind_Farm	7	63.0
Lake_Hubbard_1	1	0.0
Buffalo_Gap_Wind_Farm_3	8	170.2
Penascal_Wind_2	3	141.6
Dansby_3	7	0.0
T_H_Wharton_GT_53	3	0.0
Morgan_Creek_1	7	0.0
Lost_Pines_1	9	528.0
Panther_Creek_3	6	199.5
Wichita_Falls_Cogeneration_Plant	6	0.0
Javelina_Wind_Energy	4	250.0
V_H_Braunig_2	11	0.0
Elbow_Creek_Wind	1	118.7
Rattlesnake_Den_Wind_1_G2	1	103.0
Desert_Sky_Wind_Farm_1	10	84.0
Greens_Bayou_83	5	0.0
Shannon_Wind	7	200.0
BP_Chemicals_Green_Lake_Plant	11	8.0
Sandow_U5	6	0.0
O_W_Sommers_2	1	410.0
Limestone_2	7	0.0
Winchester_Power_Park_3	5	0.0
Hydro_RCEC_LZ	5	0.0
Deer_Park_Energy_Center_1	5	1152.0
Greenville_Powerlane_IC2	5	0.0
Sand_Hill_Energy_Center_GT_6	8	0.0
Channel_Energy_Center	4	686.6
Notrees_Battery_Facility	5	36.0
Corpus_Christi_Energy_Center	4	460.5
Spencer_5	1	0.0
Greens_Bayou_81	3	0.0
Ray_Olinger_3	11	0.0
Handley_4	5	0.0
Blue_Wing_1_Solar	6	7.6
Capricorn_Ridge_Wind_4	7	112.5
Powerlane_Plant_3	10	0.0
Spinning_Spur_Wind_Two	9	161.0
Buffalo_Gap_Wind_Farm_3	1	170.2
Ector_County_Energy	2	0.0
Bryan_Atkins_7	2	0.0
Loraine_Windpark_II	7	51.0
Limestone_2	10	0.0
V_H_Braunig_2	2	0.0
Oyster_Creek_Unit_VIII	1	404.5
Rattlesnake_Den_Wind_1_G2	8	103.0
R_W_Miller_2	2	0.0
Pearsall_3	10	20.0
Cedar_Bayou_4	6	504.0
BP_Chemicals_Green_Lake_Plant	12	8.0
Bull_Creek_Wind_Plant_U2	6	90.0
J_T_Deely_1	3	0.0
Papalote_Creek_Wind_Farm	6	179.9
Senate_Wind	12	150.0
Sand_Hill_Energy_Center_GT_3	4	0.0
W_A_Parish_6	6	0.0
Deer_Park_Energy_Center_1	2	1152.0
Greenville_Powerlane_IC2	12	0.0
Green_Pastures_Wind_1	4	150.0
King_Mountain_Wind_NW	5	79.3
Victoria_Texas_Plant	2	0.0
OCI_Alamo_4_Solar_(Bracketville)	7	37.6
Notrees_Battery_Facility	12	36.0
Corpus_Christi_Energy_Center	3	460.5
V_H_Braunig_8	4	0.0
Optim_Energy_Altura_Cogen	6	478.8
Sim_Gideon_3	11	0.0
Magic_Valley_Station	6	670.2
R_W_Miller_5	12	0.0
Laredo_Peaking_5	10	87.3
Winchester_Power_Park_4	9	0.0
Ray_Olinger_3	2	0.0
Horse_Hollow_Wind_2	3	158.0
Morgan_Creek_5	1	0.0
ExxonMobil_Baytown_Refinery	8	4.3
T_H_Wharton_GT_53	10	0.0
Panhandle_Wind_1_U2	9	109.2
Spinning_Spur_Wind_Two	6	161.0
Buffalo_Gap_Wind_Farm_3	6	170.2
J_K_Spruce_1	3	0.0
Ector_County_Energy	9	0.0
Dansby_3	9	0.0
Rio_Nogales_1	12	0.0
Bryan_Atkins_7	11	0.0
Loraine_Windpark_II	12	51.0
Green_Mountain_Wind_(Brazos)_U1	5	99.0
T_H_Wharton_GT_56	3	0.0
ExTex_La_Porte_Power_Station_AirPro_1	8	0.0
V_H_Braunig_7	2	0.0
Oklaunion_1	5	0.0
Graham_1	3	0.0
Oyster_Creek_Unit_VIII	8	404.5
Pyron_Wind_Farm	2	249.0
Mountain_Creek_6	4	0.0
Lamar_Power_Project_1	5	0.0
Pearsall_3	1	20.0
Oak_Grove_SES_Unit_1	4	0.0
Gulf_Wind_I	2	141.6
Sim_Gideon_1	6	0.0
West_Texas_Wind_Energy	11	0.0
Winchester_Power_Park_3	7	0.0
Mountain_Creek_8	7	0.0
Deer_Park_Energy_Center_1	11	1152.0
Cameron_Wind	4	165.0
Hays_Energy_Facility_1	4	882.0
Logan's_Gap_Wind_I_U2	1	106.3
Desert_Sky_Wind_Farm_1	12	84.0
J_T_Deely_1	1	0.0
Sweeny_Cogen_Facility	7	344.08587
Panda_Temple_II_CTG1	2	0.0
Equistar_Corpus_Christi	6	12.0
Cedar_Bayou_4	12	504.0
Magic_Valley_Wind_(Redfish)_1B	1	103.5
Monticello_U1	3	0.0
Winchester_Power_Park_4	6	0.0
Horse_Hollow_Wind_2	10	158.0
Blue_Wing_1_Solar	8	7.6
Greens_Bayou_5	6	371.0
Pasadena_Cogeneration	1	743.6
Panhandle_Wind_1_U2	2	109.2
Tenaska_Frontier_Station	12	0.0
Leon_Creek_Peaking_2	11	0.0
J_K_Spruce_1	12	0.0
Rio_Nogales_1	5	481.06188
Bryan_Atkins_7	12	0.0
Blue_Summit_Wind_6	10	126.4
Decker_Creek_2	11	420.0
V_H_Braunig_7	11	0.0
Oklaunion_1	2	0.0
Graham_1	10	0.0
Sherbino_1_Wind	5	150.0
Downie_Ranch_Solar_(OCI_Alamo_5)	1	94.9999999999996
Fayette_Power_Project_3	2	0.0
Miami_Wind_G2	9	144.3
Lamar_Power_Project_1	12	0.0
Permian_Basin_5	5	0.0
T_H_Wharton_GT_54	11	0.0
OCI_Alamo_2-St._Hedwig_Solar	11	4.4
Notrees_Wind_Farm_1	3	92.6
Sim_Gideon_1	1	0.0
South_Texas_U2	11	1295.0
Mountain_Creek_8	8	0.0
Lake_Hubbard_2	11	0.0
Webberville_Solar	7	26.7
Green_Pastures_Wind_1	10	150.0
Turkey_Track_Wind_Energy_Center	11	0.0
