GEN_TPS_1	GEN_TPS_2	DispatchGen
Longhorn_Wind_North_U2	9	100.0
Logan's_Gap_Wind_I_U2	8	106.3
Quail_Run_Energy_1	3	0.0
WKN_Mozart_Wind	4	0.0
Magic_Valley_Wind_(Redfish)_1B	10	103.5
Sand_Hill_Energy_Center_GT_7	6	0.0
Ferguson_Replacement	8	509.8
Green_Power_2	1	0.0
Midlothian_1	4	0.0
Lake_Hubbard_2	6	0.0
Anacacho_Wind	6	99.8
ExTex_La_Porte_Power_Station_AirPro_1	11	0.0
Tenaska_Frontier_Station	7	0.0
Stephens_Ranch_Wind_2	4	0.0
Odessa_Ector_Generating_Station_1	9	0.0
Stephens_Ranch_Wind_1	9	211.2
Decker_Creek_G2	11	0.0
Blue_Summit_Wind_6	5	126.4
T_H_Wharton_GT_56	2	0.0
Handley_3	9	0.0
Spinning_Spur_3_Wind_2	8	98.0
V_H_Braunig_7	12	0.0
Oklaunion_1	11	0.0
Desert_Sky_Wind_Farm_2	11	76.5
Sherbino_1_Wind	12	150.0
Downie_Ranch_Solar_(OCI_Alamo_5)	10	94.9999999999996
Sam_Rayburn_GT_1	3	0.0
Desert_Sky_Wind_Farm_1	6	84.0
ExTex_La_Porte_Power_Station_AirPro_4	4	0.0
Permian_Basin_5	10	0.0
Barilla_Solar_(FS,_Pecos)	10	0.0
T_H_Wharton_GT_54	2	0.0
W_A_Parish_1	9	0.0
Notrees_Wind_Farm_1	8	92.6
Sim_Gideon_1	8	0.0
Los_Vientos_Wind_I	11	200.1
Roscoe_Wind_Farm	7	209.0
V_H_Braunig_3	8	0.0
Turkey_Track_Wind_Energy_Center	4	0.0
Greens_Bayou_74	10	0.0
Forest_Creek_Wind_Farm	1	124.2
SunEdison_Somerset_2_Solar	6	5.0
Quail_Run_Energy_1	8	0.0
Hydro_South_LZ	5	67.7
Buffalo_Gap_Wind_Farm_2_1	10	115.5
W_A_Parish_4	2	0.0
Winchester_Power_Park_2	10	0.0
Sand_Hill_Energy_Center_GT_4	10	0.0
WKN_Mozart_Wind	11	0.0
Greenville_Powerlane_IC3	6	0.0
Midlothian_2	8	0.0
Green_Power_2	10	0.0
South_Trent_Wind_Farm	5	98.2
Comanche_Peak_U2	4	238.616735
Limestone_1	12	0.0
Pecos_Wind_(Woodward_1)	7	82.5
Anacacho_Wind	1	99.8
Sweetwater_Wind_4-4A	12	0.0
Capricorn_Ridge_Wind_4	6	112.5
Stephens_Ranch_Wind_2	3	0.0
Callahan_Wind	1	114.0
Tenaska_Gateway_Station	8	0.0
OCI_Alamo_4_Solar_(Bracketville)	6	37.6
Ray_Olinger_2	8	0.0
Leon_Creek_Peaking_3	8	46.0
R_W_Miller_4	7	0.0
Inadale_Wind	1	196.6
Powerlane_Plant_2	9	0.0
Sherbino_1_Wind	11	150.0
Goldthwaite_Wind_1	11	148.6
Sam_Rayburn_GT_1	8	0.0
Arthur_Von_Rosenberg_1	9	458.0
Bayou_Cogen_Plant	9	165.6
Bosque_County_CC_2	5	0.0
Winchester_Power_Park_2	12	0.0
Notrees_Wind_Farm_2	4	60.0
South_Texas_U1	4	1286.0
Sweetwater_Wind_2A	1	0.0
Roscoe_Wind_Farm	12	209.0
V_H_Braunig_3	1	0.0
Twin_Oaks_2	10	0.0
Trinidad_6	6	0.0
Laredo_Peaking_5	3	87.3
ExTex_La_Porte_Power_Station_AirPro_4	5	0.0
Forest_Creek_Wind_Farm	8	124.2
Pearsall_2	9	22.0
Los_Vientos_Wind_III	6	200.0
Permian_Basin_1	7	0.0
Permian_Basin_5	3	0.0
Buffalo_Gap_Wind_Farm_2_1	1	115.5
Buffalo_Gap_Wind_Farm_1	10	120.6
Winchester_Power_Park_2	3	0.0
Buffalo_Gap_Wind_Farm_2_2	12	117.0
Pearsall_IC_Engine_Plant_C	9	50.6
Wolf_Flats_Wind_(Wind_Mgt)	3	0.0
Channelview_Cogen_Plant	4	861.0
Midlothian_2	7	0.0
Renewable_Energy_Alternatives_CCS1	4	2.0
Colorado_Bend_Energy_Center_1	2	233.0
South_Trent_Wind_Farm	12	98.2
Midlothian_1	10	0.0
Hydro_LCRA_LZ	7	280.0
Pecos_Wind_(Woodward_1)	12	82.5
Anacacho_Wind	8	99.8
Stanton_Wind_Energy	4	120.0
Hydro_North_LZ	2	0.0
Big_Brown_2	10	0.0
Clear_Lake_Cogeneration_Ltd	5	384.9
Panda_Sherman	6	0.0
B_M_Davis_1	6	330.0
Callahan_Wind	8	114.0
Bobcat_Bluff_Wind	5	150.0
Ray_Olinger_2	1	0.0
Leon_Creek_Peaking_3	1	46.0
Inadale_Wind	6	196.6
Sam_Rayburn_GT_2	4	0.0
DeCordova_3	11	0.0
Goldthwaite_Wind_1	4	148.6
Freeport_Energy_Center	8	63.4
Morgan_Creek_3	3	0.0
Barilla_Solar_(FS,_Pecos)	4	0.0
Paris_Energy_Center_1	6	0.0
Green_Mountain_Wind_(Brazos)_U2	8	61.0
South_Texas_U1	3	1286.0
Sweetwater_Wind_2A	8	15.9
W_A_Parish_5	6	0.0
Silas_Ray_10	10	0.0
Shannon_Wind	12	200.0
Twin_Oaks_2	3	0.0
Greens_Bayou_74	4	0.0
Magic_Valley_Station	2	670.2
Wolf_Ridge_Wind	6	112.5
Pearsall_2	2	22.0
Monticello_U3	2	0.0
Los_Vientos_Wind_III	1	200.0
Bull_Creek_Wind_Plant_U1	2	88.0
W_A_Parish_7	4	0.0
Winchester_Power_Park_2	4	0.0
Sweetwater_Wind_1	8	36.6
Barton_Chapel_Wind	7	120.0
Greens_Bayou_81	10	0.0
Renewable_Energy_Alternatives_CCS1	3	2.0
Colorado_Bend_Energy_Center_1	11	233.0
Decker_Creek_G3	7	0.0
Panhandle_Wind_2_U1	9	94.2
Stanton_Wind_Energy	3	120.0
Sand_Hill_Energy_Center_GT_1	10	0.0
Big_Brown_2	3	0.0
Jack_County_Generation_Facility_2	2	0.0
Clear_Lake_Cogeneration_Ltd	12	384.9
Magic_Valley_Wind_(Redfish)_1A	4	99.8
Houston_Chemical_Complex_Battleground	11	52.6
Sandy_Creek_1	2	0.0
Cedro_Hill_Wind_2	8	75.0
Horse_Hollow_Wind_3	9	208.0
Leon_Creek_Peaking_3	6	46.0
Cedro_Hill_Wind_1	5	75.0
Shannon_Wind	9	200.0
Silas_Ray_9	11	0.0
Camp_Springs_Wind_2	8	120.0
DeCordova_3	2	0.0
Buffalo_Gap_Wind_Farm_1	1	120.6
Morgan_Creek_4	9	0.0
Fayette_Power_Project_1	7	0.0
Morgan_Creek_3	12	0.0
Houston_Chemical_Complex_Battleground	3	52.6
Spinning_Spur_3_Wind_1	11	96.0
W_A_Parish_2	10	0.0
Green_Mountain_Wind_(Brazos)_U2	3	61.0
South_Texas_U1	10	1286.0
Jumbo_Road_Wind_1	10	146.2
Stryker_Creek_1	3	0.0
Sweetwater_Wind_3A	11	0.0
Brazos_Valley_1	1	602.0
Decker_Creek_G2	7	0.0
OCI_Alamo_1_Solar	10	39.2
Bobcat_Bluff_Wind	2	150.0
Wolf_Ridge_Wind	1	112.5
Lone_Star_Wind_2_(Post_Oak)_U1	8	100.0
Monticello_U3	9	0.0
Los_Vientos_Wind_III	8	200.0
T_H_Wharton_GT_55	8	0.0
SunEdison_Valley_Road_Solar	2	9.9
Bull_Creek_Wind_Plant_U1	5	88.0
Green_Pastures_Wind_2	4	150.0
W_A_Parish_7	10	0.0
Grandview_1_(Conway)_GV1A	3	107.4
King_Mountain_Wind_SW	7	79.3
R_W_Miller_5	3	0.0
Renewable_Energy_Alternatives_CCS1	10	2.0
Greens_Bayou_5	1	371.0
Decker_Creek_G3	12	0.0
Magic_Valley_Station	12	670.2
W_A_Parish_T1	3	0.0
Big_Brown_1	5	0.0
Wolf_Hollow_Power_Proj_1	2	0.0
Jack_County_Generation_Facility_2	11	0.0
Clear_Lake_Cogeneration_Ltd	11	384.9
Martin_Lake_3	6	0.0
Los_Vientos_Wind_II	9	201.6
W_A_Parish_T1	12	0.0
Lufkin_Biomass	4	0.0
Texas_Big_Spring_Wind_B	6	0.0
Los_Vientos_Wind_II	2	201.6
Cedro_Hill_Wind_1	10	75.0
Camp_Springs_Wind_2	1	120.0
DeCordova_3	5	0.0
Panhandle_Wind_1_U1	6	109.2
Papalote_Creek_Wind_Farm_II	4	200.1
Freeport_Energy_Center	6	63.4
T_H_Wharton_4	2	0.0
Blue_Summit_Wind_5	11	9.0
Cameron_Wind	7	165.0
Sim_Gideon_3	4	0.0
T_H_Wharton_G_1	11	0.0
Guadalupe_Generating_Station_1	6	986.0
Winchester_Power_Park_2	9	0.0
C_R_Wing_Cogen_Plant	6	0.0
W_A_Parish_5	8	0.0
ExTex_La_Porte_Power_Station_AirPro_2	4	0.0
Mesquite_Creek_Wind_2	4	105.6
Powerlane_Plant_1	5	0.0
Stryker_Creek_1	10	0.0
Bastrop_Energy_Center_1	3	533.0
OCI_Alamo_1_Solar	3	39.2
Greens_Bayou_83	1	0.0
Lone_Star_Wind_2_(Post_Oak)_U2	7	100.0
Comanche_Peak_U1	8	1205.0
San_Antonio_Area_LFG	9	26.8
W_A_Parish_6	9	0.0
SunEdison_Valley_Road_Solar	9	9.9
Bull_Creek_Wind_Plant_U1	12	88.0
Sweetwater_Wind_3B	4	0.0
Lake_Hubbard_1	9	0.0
Grandview_1_(Conway)_GV1A	4	107.4
Trinity_Hills_Wind_1	6	117.5
Morgan_Creek_3	4	0.0
R_W_Miller_5	7	0.0
Panhandle_Wind_2_U1	7	94.2
Big_Brown_1	12	0.0
Jack_County_Generation_Facility_1	5	0.0
W_A_Parish_8	2	0.0
Wolf_Hollow_Power_Proj_1	5	0.0
Elbow_Creek_Wind	9	118.7
Forney_Energy_Center_1	6	0.0
Martin_Lake_3	9	0.0
Nueces_Bay_8	9	0.0
W_A_Parish_8	12	0.0
Cedro_Hill_Wind_2	6	75.0
Panther_Creek_2	4	115.5
Tenaska_Kiamichi_Station_2	7	0.0
Panhandle_Wind_1_U1	9	109.2
Los_Vientos_Wind_I	2	200.1
T_H_Wharton_4	11	0.0
Coleto_Creek	3	0.0
T_H_Wharton_G_1	2	0.0
Champion_Wind_Farm	7	126.5
T_H_Wharton_GT_51	10	0.0
Blue_Wing_1_Solar	3	7.6
Nueces_Bay_8	8	633.0
ExTex_La_Porte_Power_Station_AirPro_2	11	0.0
Silver_Star_Wind	9	60.0
W_A_Parish_1	1	0.0
Powerlane_Plant_1	12	0.0
T_H_Wharton_GT_51	5	0.0
King_Mountain_Wind_SE	8	40.3
Bastrop_Energy_Center_1	8	533.0
Sherbino_2_Wind	9	147.5
Senate_Wind	7	150.0
Dansby_1	10	0.0
Hydro_North_LZ	9	0.0
Arthur_Von_Rosenberg_1	1	458.0
Loraine_Windpark_I	11	49.5
Panhandle_Wind_2_U2	1	96.6
Lost_Pines_1	2	0.0
South_Plains_Wind_1	6	102.0
Greens_Bayou_82	2	0.0
Big_Brown_1	11	0.0
W_A_Parish_8	9	0.0
Wolf_Hollow_Power_Proj_1	12	0.0
San_Jacinto_SES_CTG_1	12	81.0
Winchester_Power_Park_1	6	0.0
R_W_Miller_2	10	0.0
Tenaska_Kiamichi_Station_1	9	0.0
Texas_Big_Spring_Wind_B	8	0.0
Stryker_Creek_2	5	0.0
Tenaska_Kiamichi_Station_2	12	0.0
J_T_Deely_1	11	0.0
Sweetwater_Wind_3B	11	0.0
Los_Vientos_Wind_I	5	200.1
Panda_Temple_1	6	0.0
Hydro_West_LZ	9	0.0
SunEdison_CPS3_Somerset_1_Solar	11	5.6
Coleto_Creek	12	0.0
W_A_Parish_Petra_Nova	6	0.0
T_H_Wharton_G_1	5	0.0
Ferguson_Replacement	1	509.8
Champion_Wind_Farm	12	126.5
W_A_Parish_1	2	0.0
Leon_Creek_Peaking_4	4	46.0
Hydro_RCEC_LZ	3	0.0
Keechi_Wind_138_KV_Joplin	5	110.0
Loraine_Windpark_III	8	25.5
Decker_Creek_2	12	420.0
DeCordova_2	12	0.0
Goat_Wind	3	80.0
King_Mountain_Wind_SE	7	40.3
Hydro_RCEC_LZ	8	0.0
Greens_Bayou_82	5	0.0
King_Mountain_Wind_NE	8	79.3
Arthur_Von_Rosenberg_1	8	458.0
Loraine_Windpark_I	12	49.5
V_H_Braunig_5	8	0.0
Dansby_2	6	0.0
Greens_Bayou_84	10	0.0
Panhandle_Wind_2_U2	8	96.6
Monticello_U2	1	0.0
Greens_Bayou_81	5	0.0
Pecos_Wind_(Woodward_2)	4	77.2
O_W_Sommers_1	2	420.0
McAdoo_Wind_Farm	9	150.0
Sand_Hill_Energy_Center_GT_2	6	0.0
Acacia_Solar	5	0.0
San_Jacinto_SES_CTG_1	5	81.0
Winchester_Power_Park_1	1	0.0
Sweetwater_Wind_4-4B	9	0.0
Loraine_Windpark_IV	5	24.0
Mountain_Creek_6	12	0.0
Decker_Creek_G1	9	0.0
Colorado_Bend_Energy_Center_2	6	235.0
Decker_Creek_G4	2	0.0
Pearsall_IC_Engine_Plant_D	2	0.0
Los_Vientos_Wind_I	12	200.1
Logan's_Gap_Wind_I_U1	11	103.8
Panther_Creek_3	7	199.5
Ray_Olinger_4	8	0.0
Desert_Sky_Wind_Farm_1	4	84.0
Baytown_Energy_Center	12	794.8
Ray_Olinger_1	7	0.0
Leon_Creek_Peaking_4	3	46.0
Silver_Star_Wind	7	60.0
DeCordova_2	5	0.0
Goat_Wind	8	80.0
Trinidad_6	1	0.0
Dansby_2	5	0.0
Ennis_Power_Station_1	7	0.0
Bosque_County_CC_2	12	0.0
Decker_Creek_1	10	315.0
Sweetwater_Wind_4-4B	1	0.0
TSTC_West_Texas_Wind	12	0.0
Goat_Wind_2	6	69.6
Loraine_Windpark_I	5	49.5
Sim_Gideon_3	9	0.0
V_H_Braunig_5	1	0.0
Sand_Hill_Energy_Center_5a	2	0.0
Sweetwater_Wind_2B	12	0.0
Greens_Bayou_84	3	0.0
Pearsall_1	6	19.0
Monticello_U2	10	0.0
Greens_Bayou_81	12	0.0
Trinity_Hills_Wind_2	5	107.5
O_W_Sommers_1	11	420.0
McAdoo_Wind_Farm	2	150.0
Whirlwind_Energy	9	0.0
Sand_Hill_Energy_Center_GT_2	1	0.0
Acacia_Solar	12	0.0
Pearsall_IC_Engine_Plant_A	9	50.6
ExTex_La_Porte_Power_Station_AirPro_1	3	0.0
Grandview_1_(Conway)_GV1B	6	103.8
Pearsall_IC_Engine_Plant_B	4	0.0
W_A_Parish_6	12	0.0
Decker_Creek_G1	2	0.0
Mesquite_Creek_Wind_1	4	105.6
Decker_Creek_G4	9	0.0
Loraine_Windpark_III	7	25.5
Gulf_Wind_II	6	141.6
Martin_Lake_1	12	0.0
Spencer_4	7	0.0
Sam_Rayburn_10	2	0.0
Hydro_West_LZ	7	0.0
Martin_Lake_2	1	0.0
Laredo_Peaking_4	11	90.1
Ray_Olinger_4	1	0.0
Handley_5	11	0.0
Leon_Creek_Peaking_1	1	0.0
Baytown_Energy_Center	11	794.8
Lake_Hubbard_2	8	0.0
Texas_Big_Spring_Wind_A	11	0.0
Forney_Energy_Center_2	12	0.0
Route_66_Wind	10	150.0
Colorado_Bend_Energy_Center_1	9	233.0
Camp_Springs_Wind_1	4	130.5
DeCordova_2	2	0.0
Johnson_County	5	0.0
Red_Canyon_Wind	9	84.0
Dansby_2	12	0.0
Ennis_Power_Station_1	12	0.0
Decker_Creek_1	3	315.0
Hereford_Wind_G	12	99.9
Permian_Basin_3	2	0.0
Goat_Wind_2	9	69.6
V_H_Braunig_5	6	0.0
ExTex_La_Porte_Power_Station_AirPro_3	7	0.0
Indian_Mesa_Wind_Farm	4	82.5
J_K_Spruce_1	6	0.0
Blue_Wing_2_Solar	1	7.3
Panda_Temple_II_CTG2	6	0.0
Sand_Hill_Energy_Center_5a	9	295.0
Permian_Basin_4	9	0.0
Hereford_Wind_V	6	100.0
Gibbons_Creek_1	6	0.0
Pearsall_1	9	19.0
T_H_Wharton_GT_56	10	0.0
Trinity_Hills_Wind_2	12	107.5
O_W_Sommers_1	12	0.0
SunEdison_Rabel_Road_Solar	8	9.9
Whirlwind_Energy	2	0.0
Sand_Hill_Energy_Center_GT_2	8	0.0
SunEdison_Somerset_2_Solar	4	5.0
Grandview_1_(Conway)_GV1B	1	103.8
Rattlesnake_Den_Wind_1_G1	8	104.3
Fayette_Power_Project_1	6	0.0
R_W_Miller_3	1	0.0
J_T_Deely_2	2	0.0
Lone_Star_Wind_1_(Mesquite)	1	200.0
Trent_Wind_Farm	10	0.0
Hidalgo_1	8	458.0
Texas_City_1	10	0.0
Briscoe_Wind_Farm	6	150.0
Silas_Ray_10	12	0.0
Martin_Lake_1	11	0.0
Freestone_Energy_Center_1	5	0.0
Greenville_Powerlane_IC1	12	0.0
Victoria_Power_Station	4	0.0
Ray_Olinger_4	6	0.0
Pearsall_IC_Engine_Plant_A	10	50.6
Leon_Creek_Peaking_1	10	0.0
Baytown_Energy_Center	2	794.8
Panther_Creek_1	9	142.5
Texas_Big_Spring_Wind_A	2	0.0
DeCordova_1	6	0.0
Morgan_Creek_6	9	0.0
Whitetail_Wind_Energy	2	91.0
Morgan_Creek_5	4	0.0
Dansby_2	11	0.0
Bobcat_Bluff_Wind	11	150.0
Capricorn_Ridge_Wind_3	11	149.5
Pecos_Wind_(Woodward_2)	3	77.2
OCI_Alamo_3-Walzem_Solar	2	5.5
Hereford_Wind_G	5	99.9
Austin_Area_LFG	11	6.4
V_H_Braunig_6	2	0.0
Pearsall_IC_Engine_Plant_B	7	50.6
San_Miguel_1	1	0.0
Graham_2	5	0.0
ExTex_La_Porte_Power_Station_AirPro_3	8	0.0
Horse_Hollow_Wind_4	2	108.0
Fayette_Power_Project_2	3	0.0
Blue_Wing_2_Solar	8	7.3
Hackberry_Wind_Farm	2	163.5
Sandow_U4	7	0.0
Penascal_Wind_1	3	160.8
Bosque_County_CC_2	2	0.0
Sim_Gideon_2	2	0.0
SunEdison_Rabel_Road_Solar	7	9.9
Comanche_Peak_U1	1	1205.0
SunEdison_Somerset_2_Solar	3	5.0
TSTC_West_Texas_Wind	2	0.0
Rattlesnake_Den_Wind_1_G1	1	104.3
J_T_Deely_2	11	0.0
Windthorst_2	7	67.6
Trent_Wind_Farm	5	0.0
Buffalo_Gap_Wind_Farm_2_2	5	117.0
South_Plains_Wind_2	3	98.0
Texas_City_1	3	0.0
Briscoe_Wind_Farm	1	150.0
Houston_Area_LFG	2	24.5
Martin_Lake_1	2	0.0
Channel_Energy_Center	9	686.6
Ocotillo_Wind_Farm	8	58.8
Greenville_Powerlane_IC1	5	0.0
Texas_Big_Spring_Wind_A	5	0.0
Buffalo_Gap_Wind_Farm_1	2	120.6
Hydro_South_LZ	12	67.7
Whitetail_Wind_Energy	9	91.0
Austin_Area_LFG	3	6.4
B_M_Davis_3	12	633.0
OCI_Alamo_3-Walzem_Solar	11	5.5
Hereford_Wind_G	2	99.9
Wolf_Flats_Wind_(Wind_Mgt)	9	0.0
V_H_Braunig_6	9	0.0
Horse_Hollow_Wind_1	10	206.6
San_Miguel_1	8	0.0
Texas_Gulf_Sulphur_(New_Gulf)	4	0.0
Silas_Ray_10	6	0.0
Horse_Hollow_Wind_4	5	108.0
Fayette_Power_Project_2	10	0.0
Panda_Temple_1	10	0.0
Oak_Grove_SES_Unit_2	9	0.0
Morgan_Creek_1	9	0.0
Penascal_Wind_1	8	160.8
Panther_Creek_3	5	199.5
Wichita_Falls_Cogeneration_Plant	12	0.0
Sim_Gideon_2	11	0.0
Limestone_1	1	0.0
Sam_Rayburn_10	3	0.0
R_W_Miller_5	9	0.0
Elbow_Creek_Wind	2	118.7
Nueces_Bay_8	12	588.930489999999
Rattlesnake_Den_Wind_1_G1	6	104.3
Longhorn_Wind_North_U1	3	100.0
Sam_Rayburn_10	10	0.0
Jumbo_Road_Wind_2	4	153.6
Frontera_1	9	524.0
Windthorst_2	12	67.6
Monticello_U1	4	0.0
South_Plains_Wind_2	10	98.0
O_W_Sommers_2	7	410.0
Capricorn_Ridge_Wind_2	9	186.0
Permian_Basin_2	2	0.0
Sand_Hill_Energy_Center_GT_3	9	0.0
Capricorn_Ridge_Wind_2	5	186.0
W_A_Parish_5	5	0.0
Sand_Hill_Energy_Center_GT_6	6	0.0
Channel_Energy_Center	2	686.6
Ocotillo_Wind_Farm	1	58.8
Decker_Creek_G2	12	0.0
DeCordova_4	7	0.0
V_H_Braunig_8	11	0.0
Jack_County_Generation_Facility_2	9	0.0
SunEdison_CPS3_Somerset_1_Solar	6	5.6
Morgan_Creek_6	7	0.0
Greens_Bayou_81	2	0.0
Laredo_Peaking_5	7	87.3
Austin_Area_LFG	4	6.4
B_M_Davis_3	5	633.0
Cedar_Bayou_1	4	745.0
Panda_Temple_II_STG	3	0.0
Wolf_Flats_Wind_(Wind_Mgt)	6	0.0
Horse_Hollow_Wind_1	3	206.6
Powerlane_Plant_3	4	0.0
Snyder_Wind_Farm	6	63.0
Horse_Hollow_Wind_4	12	108.0
Buffalo_Gap_Wind_Farm_3	11	170.2
Penascal_Wind_2	4	141.6
Dansby_3	6	0.0
Morgan_Creek_1	6	0.0
Loraine_Windpark_II	1	51.0
Wichita_Falls_Cogeneration_Plant	5	0.0
Sim_Gideon_2	12	0.0
Harbor_Wind	2	9.0
Javelina_Wind_Energy	5	250.0
V_H_Braunig_2	4	0.0
Rattlesnake_Den_Wind_1_G2	2	103.0
V_H_Braunig_1	9	0.0
Spinning_Spur_3_Wind_1	2	96.0
Pearsall_3	12	0.0
Greens_Bayou_83	6	0.0
Cedar_Bayou_4	8	504.0
BP_Chemicals_Green_Lake_Plant	10	8.0
Route_66_Wind	11	150.0
Bull_Creek_Wind_Plant_U2	12	90.0
Dallas-Fort_Worth_Area_LFG	2	0.0
Limestone_2	4	0.0
Deer_Park_Energy_Center_1	4	1152.0
Greenville_Powerlane_IC2	6	0.0
Sand_Hill_Energy_Center_GT_6	9	0.0
King_Mountain_Wind_NW	3	79.3
Victoria_Texas_Plant	12	0.0
Notrees_Battery_Facility	2	36.0
Corpus_Christi_Energy_Center	5	460.5
V_H_Braunig_8	2	0.0
Langford_Wind_Power	5	155.0
Permian_Basin_2	7	0.0
Laredo_Peaking_5	12	87.3
Ray_Olinger_3	4	0.0
Handley_4	4	0.0
Blue_Wing_1_Solar	5	7.6
Capricorn_Ridge_Wind_1	9	214.5
ExxonMobil_Baytown_Refinery	11	4.3
Mountain_Creek_7	1	0.0
Texas_Gulf_Sulphur_(New_Gulf)	6	0.0
Spinning_Spur_Wind_Two	8	161.0
Trinity_Hills_Wind_1	1	117.5
Sweetwater_Wind_1	5	0.0
Ector_County_Energy	3	0.0
Bryan_Atkins_7	1	0.0
Loraine_Windpark_II	6	51.0
Sand_Hill_Energy_Center_GT_1	4	0.0
Javelina_Wind_Energy	12	250.0
V_H_Braunig_2	3	0.0
Oyster_Creek_Unit_VIII	6	404.5
Rattlesnake_Den_Wind_1_G2	9	103.0
Blue_Summit_Wind_5	5	9.0
Powerlane_Plant_2	11	0.0
Langford_Wind_Power	3	155.0
Pearsall_3	11	0.0
Sand_Hill_Energy_Center_GT_1	5	0.0
Cedar_Bayou_4	7	504.0
OCI_Alamo_2-St._Hedwig_Solar	6	4.4
Bull_Creek_Wind_Plant_U2	5	90.0
O_W_Sommers_2	9	410.0
Papalote_Creek_Wind_Farm	1	179.9
Winchester_Power_Park_3	1	0.0
Sand_Hill_Energy_Center_GT_3	7	0.0
San_Jacinto_SES_CTG_2	10	81.0
Green_Pastures_Wind_1	7	150.0
King_Mountain_Wind_NW	4	79.3
Victoria_Texas_Plant	5	0.0
Greens_Bayou_83	9	0.0
R_W_Miller_2	6	0.0
Gulf_Wind_I	10	141.6
V_H_Braunig_8	5	0.0
Turkey_Track_Wind_Energy_Center	8	0.0
Panda_Temple_II_CTG1	8	0.0
Equistar_Corpus_Christi	7	12.0
Decker_Creek_G2	9	0.0
Spencer_5	9	0.0
BP_Chemicals_Green_Lake_Plant	7	8.0
Winchester_Power_Park_4	8	0.0
Ray_Olinger_3	3	0.0
Horse_Hollow_Wind_2	4	158.0
Green_Pastures_Wind_2	10	150.0
Silas_Ray_10	4	0.0
Panhandle_Wind_1_U2	8	109.2
Spinning_Spur_Wind_Two	1	161.0
R_W_Miller_4	9	0.0
W_A_Parish_7	9	0.0
Leon_Creek_Peaking_2	10	0.0
Morgan_Creek_2	1	0.0
Ector_County_Energy	10	0.0
Dansby_3	8	0.0
Rio_Nogales_1	11	0.0
Bryan_Atkins_7	10	0.0
Green_Mountain_Wind_(Brazos)_U1	4	99.0
V_H_Braunig_7	1	0.0
Langford_Wind_Power	11	155.0
Oyster_Creek_Unit_VIII	9	404.5
Downie_Ranch_Solar_(OCI_Alamo_5)	7	94.9999999999978
Fayette_Power_Project_3	12	0.0
Lamar_Power_Project_1	2	0.0
W_A_Parish_T1	2	0.0
Pearsall_3	2	20.0
Oak_Grove_SES_Unit_1	5	0.0
OCI_Alamo_2-St._Hedwig_Solar	1	4.4
Sim_Gideon_1	7	0.0
J_K_Spruce_2	9	0.0
Trinidad_6	12	0.0
Sweetwater_Wind_2B	8	97.5
Gulf_Wind_I	7	141.6
Deer_Park_Energy_Center_1	10	1152.0
Texas_Gulf_Sulphur_(New_Gulf)	12	0.0
Green_Pastures_Wind_1	12	150.0
Logan's_Gap_Wind_I_U2	2	106.3
Dallas-Fort_Worth_Area_LFG	6	0.0
Cedar_Bayou_2	12	749.0
Sweeny_Cogen_Facility	6	184.052521
Panda_Temple_II_CTG1	1	0.0
Decker_Creek_1	5	315.0
Permian_Basin_5	1	0.0
Ferguson_Replacement	7	509.8
Winchester_Power_Park_4	1	0.0
Horse_Hollow_Wind_2	11	158.0
Lake_Hubbard_2	7	0.0
Panhandle_Wind_1_U2	1	109.2
Senate_Wind	3	150.0
Trinidad_6	3	0.0
Morgan_Creek_2	8	0.0
Stephens_Ranch_Wind_1	3	172.445809999998
Rio_Nogales_1	4	0.0
Decker_Creek_G2	10	0.0
Blue_Summit_Wind_6	11	126.4
T_H_Wharton_3	8	0.0
Spinning_Spur_3_Wind_2	9	98.0
V_H_Braunig_7	10	0.0
Hydro_RCEC_LZ	10	0.0
Graham_1	11	0.0
Sherbino_1_Wind	6	150.0
Fayette_Power_Project_3	5	0.0
Miami_Wind_G2	8	144.3
SunEdison_CPS3_Somerset_1_Solar	3	5.6
Bosque_County_CC_2	8	0.0
Permian_Basin_5	4	0.0
Oak_Grove_SES_Unit_1	12	0.0
T_H_Wharton_GT_54	12	0.0
OCI_Alamo_2-St._Hedwig_Solar	8	4.4
Notrees_Wind_Farm_1	2	92.6
Silas_Ray_9	5	0.0
South_Texas_U2	10	1295.0
Sweetwater_Wind_2B	1	0.0
Lake_Hubbard_2	10	0.0
W_A_Parish_T1	10	0.0
R_W_Miller_1	1	0.0
Logan's_Gap_Wind_I_U2	9	106.3
Hydro_South_LZ	8	67.7
Quail_Run_Energy_1	2	0.0
Gregory_Power_Facility	2	388.5
Greens_Bayou_82	1	0.0
T_H_Wharton_GT_51	7	0.0
Brazos_Valley_1	10	602.0
Sand_Hill_Energy_Center_GT_4	12	0.0
WKN_Mozart_Wind	5	0.0
Magic_Valley_Wind_(Redfish)_1B	9	103.5
Sand_Hill_Energy_Center_GT_7	1	0.0
Midlothian_1	7	0.0
Pasadena_Cogeneration	12	743.6
Nacogdoches_Power	9	0.0
Anacacho_Wind	7	99.8
J_K_Spruce_2	5	0.0
Limestone_2	6	0.0
Sweetwater_Wind_4-4A	2	0.0
Tenaska_Frontier_Station	4	0.0
Stephens_Ranch_Wind_2	5	0.0
Odessa_Ector_Generating_Station_1	6	0.0
Stephens_Ranch_Wind_1	8	211.2
Pyron_Wind_Farm	4	249.0
