GENERATION_PROJECT	timepoint	gen_max_capacity_factor
Acacia_Solar	1417	1
Acacia_Solar	1418	1
Acacia_Solar	1419	1
Acacia_Solar	1420	1
Acacia_Solar	1421	1
Acacia_Solar	1422	1
Acacia_Solar	1423	1
Acacia_Solar	1424	1
Acacia_Solar	1425	1
Acacia_Solar	1426	1
Acacia_Solar	1427	1
Acacia_Solar	1428	1
Acacia_Solar	1429	1
Acacia_Solar	1430	1
Acacia_Solar	1431	1
Acacia_Solar	1432	1
Acacia_Solar	1433	1
Acacia_Solar	1434	1
Acacia_Solar	1435	1
Acacia_Solar	1436	1
Acacia_Solar	1437	1
Acacia_Solar	1438	1
Acacia_Solar	1439	1
Acacia_Solar	1440	1
Acacia_Solar	1441	1
Acacia_Solar	1442	1
Acacia_Solar	1443	1
Acacia_Solar	1444	1
Acacia_Solar	1445	1
Acacia_Solar	1446	1
Acacia_Solar	1447	1
Acacia_Solar	1448	1
Acacia_Solar	1449	1
Acacia_Solar	1450	1
Acacia_Solar	1451	1
Acacia_Solar	1452	1
Acacia_Solar	1453	1
Acacia_Solar	1454	1
Acacia_Solar	1455	1
Acacia_Solar	1456	1
Acacia_Solar	1457	1
Acacia_Solar	1458	1
Acacia_Solar	1459	1
Acacia_Solar	1460	1
Acacia_Solar	1461	1
Acacia_Solar	1462	1
Acacia_Solar	1463	1
Acacia_Solar	1464	1
Acacia_Solar	1465	1
Acacia_Solar	1466	1
Acacia_Solar	1467	1
Acacia_Solar	1468	1
Acacia_Solar	1469	1
Acacia_Solar	1470	1
Acacia_Solar	1471	1
Acacia_Solar	1472	1
Acacia_Solar	1473	1
Acacia_Solar	1474	1
Acacia_Solar	1475	1
Acacia_Solar	1476	1
Acacia_Solar	1477	1
Acacia_Solar	1478	1
Acacia_Solar	1479	1
Acacia_Solar	1480	1
Acacia_Solar	1481	1
Acacia_Solar	1482	1
Acacia_Solar	1483	1
Acacia_Solar	1484	1
Acacia_Solar	1485	1
Acacia_Solar	1486	1
Acacia_Solar	1487	1
Acacia_Solar	1488	1
Acacia_Solar	1489	1
Acacia_Solar	1490	1
Acacia_Solar	1491	1
Acacia_Solar	1492	1
Acacia_Solar	1493	1
Acacia_Solar	1494	1
Acacia_Solar	1495	1
Acacia_Solar	1496	1
Acacia_Solar	1497	1
Acacia_Solar	1498	1
Acacia_Solar	1499	1
