LOAD_ZONE	TIMEPOINT	zone_demand_mw
South	2881	10493.18379
South	2882	10251.75936
South	2883	10196.37717
South	2884	10535.49821
South	2885	11559.99449
South	2886	13371.416
South	2887	13924.56975
South	2888	13824.34267
South	2889	13933.82853
South	2890	14063.09751
South	2891	14095.38175
South	2892	14114.32069
South	2893	14231.81151
South	2894	14272.44835
South	2895	14351.11953
South	2896	14525.30161
South	2897	14541.24341
South	2898	14352.96418
South	2899	14196.52234
South	2900	14778.73039
South	2901	14561.0812
South	2902	13352.2946
South	2903	12014.26579
South	2904	11099.19127
South	2905	10541.51098
South	2906	10264.77267
South	2907	10186.23538
South	2908	10369.57424
South	2909	11215.9197
South	2910	12830.15537
South	2911	13343.64526
South	2912	13408.60427
South	2913	13785.38528
South	2914	14137.26927
South	2915	14460.00018
South	2916	14648.42874
South	2917	14980.97256
South	2918	15213.0028
South	2919	15390.4473
South	2920	15751.55697
South	2921	15863.40118
South	2922	15617.15004
South	2923	15073.75021
South	2924	15093.94097
South	2925	14705.25153
South	2926	13661.36285
South	2927	12411.4546
South	2928	11335.02547
South	2929	10659.87461
South	2930	10296.62936
South	2931	10114.28239
South	2932	10033.08756
South	2933	10283.52383
South	2934	10814.95435
South	2935	11337.72144
South	2936	12111.68957
South	2937	12713.45345
South	2938	13357.23776
South	2939	13876.26925
South	2940	14333.25365
South	2941	14904.44298
South	2942	15667.8615
South	2943	16603.18956
South	2944	17334.63118
South	2945	17787.62967
South	2946	17686.17876
South	2947	17000.11972
South	2948	16527.56895
South	2949	15906.91465
South	2950	14706.67055
South	2951	13376.15511
South	2952	12201.10526
South	2953	11442.22491
South	2954	10838.37465
South	2955	10472.40739
South	2956	10289.09113
South	2957	10277.65016
South	2958	10368.8875
South	2959	10726.09912
South	2960	11730.45526
South	2961	12612.36232
South	2962	13561.87673
South	2963	14413.26075
South	2964	15506.91486
South	2965	16648.61654
South	2966	17670.92931
South	2967	18485.83139
South	2968	19103.91468
South	2969	19466.07894
South	2970	19163.38152
South	2971	18373.89318
South	2972	18006.87747
South	2973	17448.17437
South	2974	15864.66944
South	2975	14088.32986
South	2976	12702.35105
South	2977	11774.23753
South	2978	11155.33102
South	2979	10886.51785
South	2980	10934.55787
South	2981	11634.78954
South	2982	12983.53033
South	2983	13706.32514
South	2984	14116.05042
South	2985	14888.98399
South	2986	15785.93937
South	2987	16670.52913
South	2988	17585.77506
South	2989	18642.03759
South	2990	19592.22832
South	2991	20398.77807
South	2992	20996.31333
South	2993	21140.22918
South	2994	20725.69843
South	2995	19758.55527
South	2996	19350.36445
South	2997	18596.02308
South	2998	16935.25172
South	2999	15077.54787
South	3000	13718.50295
South	3001	12760.70887
South	3002	12147.84909
South	3003	11726.52997
South	3004	11715.86076
South	3005	12373.19363
South	3006	13762.03572
South	3007	14371.72595
South	3008	14815.13498
South	3009	15546.40628
South	3010	16388.29754
South	3011	17217.00179
South	3012	17968.39344
South	3013	18837.93831
South	3014	19665.52447
South	3015	20353.46847
South	3016	20890.92573
South	3017	21047.6827
South	3018	20541.48003
South	3019	19704.81408
South	3020	19661.05864
South	3021	19030.61509
South	3022	17250.65455
South	3023	15388.39822
South	3024	14061.08329
South	3025	13100.56794
South	3026	12420.86151
South	3027	12161.81666
South	3028	12184.99953
South	3029	12976.98756
South	3030	14489.4288
South	3031	15064.25624
South	3032	15433.37364
South	3033	16002.56631
South	3034	16599.19181
South	3035	17073.46893
South	3036	17522.34501
South	3037	18269.59378
South	3038	18677.90502
South	3039	19189.29099
South	3040	19446.12888
South	3041	19561.69389
South	3042	19529.97398
South	3043	18928.48759
South	3044	18976.55139
South	3045	18564.46882
South	3046	17053.44705
South	3047	15249.28622
South	3048	13937.96718
South	3049	13112.36129
South	3050	12558.63007
South	3051	12284.66658
South	3052	12326.0406
South	3053	13086.92139
South	3054	14858.47793
South	3055	15693.08472
South	3056	15838.25551
South	3057	16013.67768
South	3058	16056.95918
South	3059	16062.26238
South	3060	16149.44046
South	3061	16453.31944
South	3062	16572.57915
South	3063	16190.0788
South	3064	16037.79537
South	3065	15855.46712
South	3066	15634.97614
South	3067	15316.89825
South	3068	15610.90284
South	3069	15399.49536
South	3070	14271.28575
South	3071	12848.71253
South	3072	11902.44262
South	3073	11295.57257
South	3074	10974.45916
South	3075	10912.05669
South	3076	11142.04281
South	3077	12015.9409
South	3078	13664.85264
South	3079	14429.84063
South	3080	14932.36586
South	3081	15702.48586
South	3082	16642.18987
South	3083	17465.38175
South	3084	18318.56619
