load_zone	timestamp	ZoneTotalCentralDispatch	ZoneTotalDistributedDispatch	zone_demand_mw
West	2017060100	1371.48	0	1371.48
West	2017060101	1340.68	0	1340.68
West	2017060102	1289.63	0	1289.63
West	2017060103	1253.36	0	1253.36
West	2017060104	1231.14	0	1231.14
West	2017060105	1233.46	0	1233.46
West	2017060106	1260.65	0	1260.65
West	2017060107	1284.75	0	1284.75
West	2017060108	1325.34	0	1325.34
West	2017060109	1381.91	0	1381.91
West	2017060110	1423.87	0	1423.87
West	2017060111	1470.51	0	1470.51
West	2017060112	1513.8	0	1513.8
West	2017060113	1549.92	0	1549.92
West	2017060114	1579.12	0	1579.12
West	2017060115	1604.55	0	1604.55
West	2017060116	1620.67	0	1620.67
West	2017060117	1649.37	0	1649.37
West	2017060118	1752.63	0	1752.63
West	2017060119	1735.82	0	1735.82
West	2017060120	1687.79	0	1687.79
West	2017060121	1628.46	0	1628.46
West	2017060122	1542.91	0	1542.91
West	2017060123	1444.2	0	1444.2
West	2017060200	1349.76	0	1349.76
West	2017060201	1290.65	0	1290.65
West	2017060202	1252.46	0	1252.46
West	2017060203	1241.18	0	1241.18
West	2017060204	1249.78	0	1249.78
West	2017060205	1288.45	0	1288.45
West	2017060206	1357.32	0	1357.32
West	2017060207	1400.23	0	1400.23
West	2017060208	1458.42	0	1458.42
West	2017060209	1547.51	0	1547.51
West	2017060210	1636.1	0	1636.1
West	2017060211	1703.46	0	1703.46
West	2017060212	1743.82	0	1743.82
West	2017060213	1782.3	0	1782.3
West	2017060214	1814.99	0	1814.99
West	2017060215	1833.56	0	1833.56
West	2017060216	1834.58	0	1834.58
West	2017060217	1825.7	0	1825.7
West	2017060218	1896.85	0	1896.85
West	2017060219	1862.01	0	1862.01
West	2017060220	1795.12	0	1795.12
West	2017060221	1702.73	0	1702.73
West	2017060222	1580.89	0	1580.89
West	2017060223	1441.56	0	1441.56
West	2017060300	1334.46	0	1334.46
West	2017060301	1271.78	0	1271.78
West	2017060302	1246.88	0	1246.88
West	2017060303	1251.97	0	1251.97
West	2017060304	1287.02	0	1287.02
West	2017060305	1406.57	0	1406.57
West	2017060306	1605.72	0	1605.72
West	2017060307	1698.58	0	1698.58
West	2017060308	1689.69	0	1689.69
West	2017060309	1669.18	0	1669.18
West	2017060310	1669.39	0	1669.39
West	2017060311	1674.73	0	1674.73
West	2017060312	1696.63	0	1696.63
West	2017060313	1739.79	0	1739.79
West	2017060314	1768.58	0	1768.58
West	2017060315	1786.17	0	1786.17
West	2017060316	1785.03	0	1785.03
West	2017060317	1779.55	0	1779.55
West	2017060318	1879.99	0	1879.99
West	2017060319	1854.44	0	1854.44
West	2017060320	1805.44	0	1805.44
West	2017060321	1724.96	0	1724.96
West	2017060322	1614.68	0	1614.68
West	2017060323	1492.72	0	1492.72
West	2017060400	1402.37	0	1402.37
West	2017060401	1372.31	0	1372.31
West	2017060402	1357.32	0	1357.32
West	2017060403	1380.94	0	1380.94
West	2017060404	1456.34	0	1456.34
West	2017060405	1611.28	0	1611.28
West	2017060406	1864.64	0	1864.64
West	2017060407	1966.92	0	1966.92
West	2017060408	1964.22	0	1964.22
West	2017060409	1973.38	0	1973.38
West	2017060410	1960.69	0	1960.69
West	2017060411	1950.85	0	1950.85
West	2017060412	1916.97	0	1916.97
West	2017060413	1877.74	0	1877.74
West	2017060414	1824.24	0	1824.24
West	2017060415	1803.87	0	1803.87
West	2017060416	1830.96	0	1830.96
West	2017060417	1948.19	0	1948.19
West	2017060418	2102.97	0	2102.97
West	2017060419	2119.63	0	2119.63
West	2017060420	2103.69	0	2103.69
West	2017060421	2034.19	0	2034.19
West	2017060422	1907.45	0	1907.45
West	2017060423	1764.22	0	1764.22
West	2017060500	1671.69	0	1671.69
West	2017060501	1604.22	0	1604.22
West	2017060502	1563.21	0	1563.21
West	2017060503	1549.14	0	1549.14
West	2017060504	1571.91	0	1571.91
West	2017060505	1691.51	0	1691.51
West	2017060506	1883.34	0	1883.34
West	2017060507	1927.1	0	1927.1
West	2017060508	1859.43	0	1859.43
West	2017060509	1828.51	0	1828.51
West	2017060510	1793.65	0	1793.65
West	2017060511	1747.27	0	1747.27
West	2017060512	1712.79	0	1712.79
West	2017060513	1695.4	0	1695.4
West	2017060514	1684.08	0	1684.08
West	2017060515	1690.55	0	1690.55
West	2017060516	1726.55	0	1726.55
West	2017060517	1821.81	0	1821.81
West	2017060518	1976.46	0	1976.46
West	2017060519	2023.13	0	2023.13
West	2017060520	2046.55	0	2046.55
West	2017060521	2029.95	0	2029.95
West	2017060522	1954.85	0	1954.85
West	2017060523	1866.31	0	1866.31
West	2017060600	1826.73	0	1826.73
West	2017060601	1829.69	0	1829.69
West	2017060602	1849.85	0	1849.85
West	2017060603	1892.42	0	1892.42
West	2017060604	1982.38	0	1982.38
West	2017060605	2170.13	0	2170.13
West	2017060606	2447.66	0	2447.66
West	2017060607	2585.77	0	2585.77
West	2017060608	2604.5	0	2604.5
West	2017060609	2655.22	0	2655.22
West	2017060610	2705.01	0	2705.01
West	2017060611	2717.91	0	2717.91
West	2017060612	2711	0	2711
West	2017060613	2702.25	0	2702.25
West	2017060614	2698.17	0	2698.17
West	2017060615	2744.24	0	2744.24
West	2017060616	2826.49	0	2826.49
West	2017060617	2943.03	0	2943.03
West	2017060618	3083.9	0	3083.9
West	2017060619	3089.47	0	3089.47
West	2017060620	3079.16	0	3079.16
West	2017060621	3038.55	0	3038.55
West	2017060622	2954.65	0	2954.65
West	2017060623	2880.85	0	2880.85
West	2017060700	2815.62	0	2815.62
West	2017060701	2785.26	0	2785.26
West	2017060702	2785.31	0	2785.31
West	2017060703	2807.35	0	2807.35
West	2017060704	2853.58	0	2853.58
West	2017060705	2944.2	0	2944.2
West	2017060706	3056.63	0	3056.63
West	2017060707	3148.78	0	3148.78
West	2017060708	3160.22	0	3160.22
West	2017060709	3087.09	0	3087.09
West	2017060710	2944	0	2944
West	2017060711	2760.34	0	2760.34
West	2017060712	2567.37	0	2567.37
West	2017060713	2385.06	0	2385.06
West	2017060714	2248.11	0	2248.11
West	2017060715	2162.17	0	2162.17
West	2017060716	2141.95	0	2141.95
West	2017060717	2272.83	0	2272.83
West	2017060718	2525.72	0	2525.72
West	2017060719	2629.08	0	2629.08
West	2017060720	2692.11	0	2692.11
West	2017060721	2708.21	0	2708.21
West	2017060722	2686.07	0	2686.07
West	2017060723	2647.75	0	2647.75
West	2017060800	2622.27	0	2622.27
West	2017060801	2619.1	0	2619.1
West	2017060802	2627.27	0	2627.27
West	2017060803	2652.11	0	2652.11
West	2017060804	2702.58	0	2702.58
West	2017060805	2773.3	0	2773.3
West	2017060806	2864.43	0	2864.43
West	2017060807	2936.26	0	2936.26
West	2017060808	2901.37	0	2901.37
West	2017060809	2750.11	0	2750.11
West	2017060810	2583.8	0	2583.8
West	2017060811	2410.53	0	2410.53
West	2017060812	2241.66	0	2241.66
West	2017060813	2080.8	0	2080.8
West	2017060814	1974.68	0	1974.68
West	2017060815	1913.17	0	1913.17
West	2017060816	1930.95	0	1930.95
West	2017060817	2045.23	0	2045.23
West	2017060818	2217.04	0	2217.04
West	2017060819	2259.64	0	2259.64
West	2017060820	2255	0	2255
West	2017060821	2186.26	0	2186.26
West	2017060822	2059.53	0	2059.53
West	2017060823	1913.15	0	1913.15
West	2017060900	1794.47	0	1794.47
West	2017060901	1738.1	0	1738.1
West	2017060902	1725.38	0	1725.38
West	2017060903	1742.45	0	1742.45
West	2017060904	1809.32	0	1809.32
West	2017060905	1970.71	0	1970.71
West	2017060906	2215.11	0	2215.11
West	2017060907	2260.89	0	2260.89
West	2017060908	2161.45	0	2161.45
West	2017060909	2047.01	0	2047.01
West	2017060910	1912.5	0	1912.5
West	2017060911	1812.43	0	1812.43
West	2017060912	1743.94	0	1743.94
West	2017060913	1696.37	0	1696.37
West	2017060914	1664.2	0	1664.2
West	2017060915	1651.89	0	1651.89
West	2017060916	1661.31	0	1661.31
West	2017060917	1702.81	0	1702.81
West	2017060918	1843.66	0	1843.66
West	2017060919	1849.83	0	1849.83
West	2017060920	1822.46	0	1822.46
West	2017060921	1744.27	0	1744.27
West	2017060922	1613.05	0	1613.05
West	2017060923	1470.02	0	1470.02
West	2017061000	1391.73	0	1391.73
West	2017061001	1331.65	0	1331.65
West	2017061002	1309.94	0	1309.94
West	2017061003	1309.18	0	1309.18
West	2017061004	1343.43	0	1343.43
West	2017061005	1455.11	0	1455.11
West	2017061006	1683.56	0	1683.56
West	2017061007	1747.39	0	1747.39
West	2017061008	1701.92	0	1701.92
West	2017061009	1682.49	0	1682.49
West	2017061010	1672.94	0	1672.94
West	2017061011	1669.39	0	1669.39
West	2017061012	1677.73	0	1677.73
West	2017061013	1690.64	0	1690.64
West	2017061014	1711.87	0	1711.87
West	2017061015	1730.19	0	1730.19
West	2017061016	1749.89	0	1749.89
West	2017061017	1765.93	0	1765.93
West	2017061018	1868.61	0	1868.61
West	2017061019	1866.1	0	1866.1
West	2017061020	1819.33	0	1819.33
West	2017061021	1733.31	0	1733.31
West	2017061022	1601.78	0	1601.78
West	2017061023	1446.43	0	1446.43
West	2017061100	1334.55	0	1334.55
West	2017061101	1274.2	0	1274.2
West	2017061102	1244.2	0	1244.2
West	2017061103	1232.39	0	1232.39
West	2017061104	1256.45	0	1256.45
West	2017061105	1361.34	0	1361.34
West	2017061106	1574.47	0	1574.47
West	2017061107	1649.84	0	1649.84
West	2017061108	1624.52	0	1624.52
West	2017061109	1643.32	0	1643.32
West	2017061110	1666.87	0	1666.87
West	2017061111	1692.67	0	1692.67
West	2017061112	1715.15	0	1715.15
West	2017061113	1751.29	0	1751.29
West	2017061114	1783.74	0	1783.74
West	2017061115	1806.31	0	1806.31
West	2017061116	1825.45	0	1825.45
West	2017061117	1833.06	0	1833.06
West	2017061118	1923.46	0	1923.46
West	2017061119	1933.6	0	1933.6
West	2017061120	1888.23	0	1888.23
West	2017061121	1791.66	0	1791.66
West	2017061122	1657.32	0	1657.32
West	2017061123	1495.29	0	1495.29
West	2017061200	1367.85	0	1367.85
West	2017061201	1301.01	0	1301.01
West	2017061202	1261.17	0	1261.17
West	2017061203	1250.54	0	1250.54
West	2017061204	1263.27	0	1263.27
West	2017061205	1357.34	0	1357.34
West	2017061206	1560.81	0	1560.81
West	2017061207	1641.16	0	1641.16
West	2017061208	1630.9	0	1630.9
West	2017061209	1677.95	0	1677.95
West	2017061210	1730.49	0	1730.49
West	2017061211	1772.91	0	1772.91
West	2017061212	1803.78	0	1803.78
West	2017061213	1839.58	0	1839.58
West	2017061214	1861.09	0	1861.09
West	2017061215	1873.95	0	1873.95
West	2017061216	1879.8	0	1879.8
West	2017061217	1876.31	0	1876.31
West	2017061218	1964.19	0	1964.19
West	2017061219	1960.86	0	1960.86
West	2017061220	1919.99	0	1919.99
West	2017061221	1833.13	0	1833.13
West	2017061222	1697.36	0	1697.36
West	2017061223	1541.73	0	1541.73
West	2017061300	1440.91	0	1440.91
West	2017061301	1370.76	0	1370.76
West	2017061302	1330.58	0	1330.58
West	2017061303	1313.14	0	1313.14
West	2017061304	1328.14	0	1328.14
West	2017061305	1418.74	0	1418.74
West	2017061306	1611.66	0	1611.66
West	2017061307	1698.14	0	1698.14
West	2017061308	1702.19	0	1702.19
West	2017061309	1754.92	0	1754.92
West	2017061310	1823.69	0	1823.69
West	2017061311	1875.5	0	1875.5
West	2017061312	1908.85	0	1908.85
West	2017061313	1926.73	0	1926.73
West	2017061314	1929.58	0	1929.58
West	2017061315	1929.13	0	1929.13
West	2017061316	1912.13	0	1912.13
West	2017061317	1910.35	0	1910.35
West	2017061318	1968.77	0	1968.77
West	2017061319	1927.12	0	1927.12
West	2017061320	1871.75	0	1871.75
West	2017061321	1798.02	0	1798.02
West	2017061322	1702.39	0	1702.39
West	2017061323	1584.06	0	1584.06
West	2017061400	1405.71	0	1405.71
West	2017061401	1345.28	0	1345.28
West	2017061402	1296.68	0	1296.68
