GEN_TPS_1	GEN_TPS_2	DispatchGen
Sand_Hill_Energy_Center_5a	2	0.0
King_Mountain_Wind_NE	2	39.65
Sweetwater_Wind_2B	2	0.0
McAdoo_Wind_Farm	2	75.0
Grandview_1_(Conway)_GV1A	1	53.7
Monticello_U1	1	0.0
Shannon_Wind	2	0.0
Decker_Creek_G1	2	0.0
Buffalo_Gap_Wind_Farm_2_2	2	58.5
Greenville_Powerlane_IC3	1	8.4
Sand_Hill_Energy_Center_GT_7	2	0.0
Handley_3	2	395.0
Forney_Energy_Center_1	1	911.0
Hidalgo_1	2	0.0
Martin_Lake_2	1	0.0
Cedro_Hill_Wind_2	1	37.5
Ray_Olinger_4	1	0.0
Leon_Creek_Peaking_1	1	0.0
Laredo_Peaking_5	2	0.0
Harbor_Wind	1	4.5
Loraine_Windpark_III	2	12.75
Handley_4	2	435.0
Callahan_Wind	2	57.0
OCI_Alamo_4_Solar_(Bracketville)	1	18.8
DeCordova_2	2	0.0
Snyder_Wind_Farm	1	31.5
Ector_County_Energy	1	294.0
Dansby_3	1	0.0
Miami_Wind_G2	2	72.15
Bosque_County_CC_2	2	230.3
Sweetwater_Wind_3A	2	0.0
Notrees_Wind_Farm_2	1	30.0
OCI_Alamo_1_Solar	1	19.6
Blue_Wing_2_Solar	1	3.65
V_H_Braunig_2	1	0.0
ExxonMobil_Baytown_Refinery	2	0.0
SunEdison_CPS3_Somerset_1_Solar	2	2.80000000000111
Whirlwind_Energy	2	0.0
Greens_Bayou_82	2	0.0
Martin_Lake_2	2	0.0
Limestone_2	1	0.0
Sandow_U4	1	0.0
R_W_Miller_3	1	121.850000000002
J_T_Deely_2	2	0.0
Corpus_Christi_Energy_Center	2	460.5
Channelview_Cogen_Plant	1	861.0
Silas_Ray_9	2	0.0
South_Trent_Wind_Farm	1	49.1
Panther_Creek_2	2	57.75
Pasadena_Cogeneration	2	0.0
Barton_Chapel_Wind	2	60.0
Tenaska_Kiamichi_Station_2	1	0.0
Baytown_Energy_Center	2	794.8
Texas_Big_Spring_Wind_A	2	0.0
Ray_Olinger_3	1	0.0
Horse_Hollow_Wind_2	2	79.0
Leon_Creek_Peaking_2	1	0.0
Coleto_Creek	1	0.0
Desert_Sky_Wind_Farm_1	2	42.0
Champion_Wind_Farm	1	63.25
Sam_Rayburn_GT_2	1	0.0
OCI_Alamo_3-Walzem_Solar	2	2.75
V_H_Braunig_6	2	0.0
Capricorn_Ridge_Wind_2	2	93.0
San_Miguel_1	1	0.0
Panda_Sherman	2	0.0
Barilla_Solar_(FS,_Pecos)	1	11.0
Horse_Hollow_Wind_4	2	54.0
Paris_Energy_Center_1	1	239.0
Hackberry_Wind_Farm	2	81.75
Wolf_Flats_Wind_(Wind_Mgt)	2	0.0
W_A_Parish_Petra_Nova	2	0.0
Sim_Gideon_2	2	0.0
Greens_Bayou_74	1	0.0
Comanche_Peak_U1	1	1205.0
Los_Vientos_Wind_III	2	100.0
TSTC_West_Texas_Wind	2	0.0
Rattlesnake_Den_Wind_1_G1	1	52.15
Hydro_LCRA_LZ	2	280.0
Green_Pastures_Wind_1	2	75.0
Sweetwater_Wind_4-5	2	0.0
Briscoe_Wind_Farm	1	75.0
Houston_Area_LFG	2	24.5
