gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
Biomass,Northeast,Biomass,2017,16.4098905858,0.0,28599.9412083
Coal,Coast,Coal-Sub,2017,1853.98031092,0.0,2021124.89826
Coal,Northeast,Coal-Lig,2017,2293.07260835,0.0,2638627.35493
Coal,Northeast,Coal-Sub,2017,351.720088002,0.0,371742.175278
Coal,South,Coal-Lig,2017,0.0,0.0,0.0
Coal,South,Coal-Sub,2017,671.111572134,0.0,762085.068428
Hydro,Northeast,Hydro,2017,483.574941366,0.0,0.0
NGBlr-GSSUP,Coast,NGBlr,2017,1152.2092336,0.0,735879.094673
NGBlr-GSSUP,Northeast,NGBlr,2017,8.87221276939,0.0,5630.40066748
NGBlr-GSSUp,Coast,NGBlr,2017,535.821996544,0.0,338804.260308
NGBlr-Non-reheat,Northeast,NGBlr,2017,53.9461098913,0.0,47215.0577365
NGBlr-Non-reheat,South,NGBlr,2017,27.7138655357,0.0,28787.5243946
NGBlr-Reheat,Coast,NGBlr,2017,1109.19110869,0.0,759955.879542
NGBlr-Reheat,Northeast,NGBlr,2017,1304.33371753,0.0,1029792.88654
NGBlr-Reheat,South,NGBlr,2017,5.32064892857,0.0,3514.15033727
NGCC-E_Class,Coast,NGCC,2017,1382.72927434,0.0,527781.158115
NGCC-E_Class,Northeast,NGCC,2017,1078.92095399,0.0,474806.784299
NGCC-E_Class,South,NGCC,2017,4559.37806768,0.0,1662753.12773
NGCC-E_Class,West,NGCC,2017,4080.02873642,0.0,2073522.26776
NGCC-F_Class,Coast,NGCC,2017,8008.49810846,0.0,4176893.61284
NGCC-F_Class,Northeast,NGCC,2017,18379.7310071,0.0,7567826.85729
NGCC-F_Class,South,NGCC,2017,564.106788946,0.0,278544.865656
NGCC-F_Class,West,NGCC,2017,4037.03905981,0.0,1883250.39418
NGCC-G&H_Class,Coast,NGCC,2017,65.0965638482,0.0,53888.1679981
NGCC-G&H_Class,Northeast,NGCC,2017,543.221521104,0.0,253913.742363
NGCC-G&H_Class,South,NGCC,2017,0.0,0.0,0.0
NGCC-LM6000,Coast,NGCC,2017,131.177566454,0.0,71493.1232493
NGCC-LM6000,South,NGCC,2017,0.0,0.0,0.0
NGIC,Northeast,NGIC,2017,7.25412589286,0.0,4236.59399963
NGIC,South,NGIC,2017,76.2642,0.0,44413.2420899
NGIC,West,NGIC,2017,979.037538829,0.0,543667.119526
Nucl,Coast,Nucl,2017,1897.82576099,0.0,0.0
Nucl,Northeast,Nucl,2017,65.1134214924,0.0,0.0
OCGT-E_Class,Coast,OCGT,2017,1033.06806085,0.0,822963.502879
OCGT-E_Class,Northeast,OCGT,2017,341.400056687,0.0,242682.418972
OCGT-E_Class,South,OCGT,2017,0.0,0.0,0.0
OCGT-E_Class,West,OCGT,2017,4135.50978191,0.0,3339947.18027
OCGT-LM6000,Coast,OCGT,2017,175.660311252,0.0,122825.471101
OCGT-LM6000,Northeast,OCGT,2017,564.143847159,0.0,313667.609495
OCGT-LM6000,South,OCGT,2017,5.848565625,0.0,3254.56520493
OCGT-LM6000,West,OCGT,2017,2040.63138168,0.0,1133457.80686
OCGT-LMS100,South,OCGT,2017,0.0,0.0,0.0
OCGT-Older,Coast,OCGT,2017,702.926883552,0.0,605245.204625
OCGT-Older,Northeast,OCGT,2017,2.06627142857,0.0,1752.97866434
OCGT-Older,South,OCGT,2017,0.0,0.0,0.0
