GENERATION_PROJECT	timepoint	gen_max_capacity_factor
Acacia_Solar	7297	1
Acacia_Solar	7298	1
Acacia_Solar	7299	1
Acacia_Solar	7300	1
Acacia_Solar	7301	1
Acacia_Solar	7302	1
Acacia_Solar	7303	1
Acacia_Solar	7304	1
Acacia_Solar	7305	1
Acacia_Solar	7306	1
Acacia_Solar	7307	1
Acacia_Solar	7308	1
Acacia_Solar	7309	1
Acacia_Solar	7310	1
Acacia_Solar	7311	1
Acacia_Solar	7312	1
Acacia_Solar	7313	1
Acacia_Solar	7314	1
Acacia_Solar	7315	1
Acacia_Solar	7316	1
Acacia_Solar	7317	1
Acacia_Solar	7318	1
Acacia_Solar	7319	1
Acacia_Solar	7320	1
Acacia_Solar	7321	1
Acacia_Solar	7322	1
Acacia_Solar	7323	1
Acacia_Solar	7324	1
Acacia_Solar	7325	1
Acacia_Solar	7326	1
Acacia_Solar	7327	1
Acacia_Solar	7328	1
Acacia_Solar	7329	1
Acacia_Solar	7330	1
Acacia_Solar	7331	1
Acacia_Solar	7332	1
Acacia_Solar	7333	1
Acacia_Solar	7334	1
Acacia_Solar	7335	1
Acacia_Solar	7336	1
Acacia_Solar	7337	1
Acacia_Solar	7338	1
Acacia_Solar	7339	1
Acacia_Solar	7340	1
Acacia_Solar	7341	1
Acacia_Solar	7342	1
Acacia_Solar	7343	1
Acacia_Solar	7344	1
Acacia_Solar	7345	1
Acacia_Solar	7346	1
Acacia_Solar	7347	1
Acacia_Solar	7348	1
Acacia_Solar	7349	1
Acacia_Solar	7350	1
Acacia_Solar	7351	1
Acacia_Solar	7352	1
Acacia_Solar	7353	1
Acacia_Solar	7354	1
Acacia_Solar	7355	1
Acacia_Solar	7356	1
Acacia_Solar	7357	1
Acacia_Solar	7358	1
Acacia_Solar	7359	1
Acacia_Solar	7360	1
Acacia_Solar	7361	1
Acacia_Solar	7362	1
Acacia_Solar	7363	1
Acacia_Solar	7364	1
Acacia_Solar	7365	1
Acacia_Solar	7366	1
Acacia_Solar	7367	1
Acacia_Solar	7368	1
Acacia_Solar	7369	1
Acacia_Solar	7370	1
Acacia_Solar	7371	1
Acacia_Solar	7372	1
Acacia_Solar	7373	1
Acacia_Solar	7374	1
Acacia_Solar	7375	1
Acacia_Solar	7376	1
Acacia_Solar	7377	1
Acacia_Solar	7378	1
Acacia_Solar	7379	1
Acacia_Solar	7380	1
Acacia_Solar	7381	1
